	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	price_level	main_type
0	Zing Technology	ChIJK3q5tIsOZ0gRM0x8eMx-T-I	electronics_store|point_of_interest|store|establishment	53.3541569	-6.2468936	False			electronics_store
1	Yellow Door Music Studios	ChIJyat2SzUPZ0gRXOoR5Klt9ks	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3543902	-6.2401389	True			electronics_store
2	Stiúideo na Life	ChIJv7BSU_8PZ0gR3r1JjKcnVQs	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3540349	-6.247767499999998				electronics_store
3	Guerrilla Sound Studios	ChIJQWJGiV8OZ0gRbycuM7hBsdM	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3576516	-6.240792799999998	False			electronics_store
4	iPAK Computer Solutions Ltd	ChIJJYK5ifMOZ0gRIsNeqyhiGA4	electronics_store|point_of_interest|store|establishment	53.3520247	-6.236912600000001	False			electronics_store
5	Dublin Electrical Wholesalers Limited	ChIJzV3JD2IOZ0gRBCfLBIs98NY	electronics_store|point_of_interest|store|establishment	53.35741600000001	-6.251047400000001	False			electronics_store
6	Inmusik	ChIJI_BNbyYaZ0gRwodbrkJLPBo	electronics_store|home_goods_store|point_of_interest|store|establishment	53.348136	-6.245065500000002	True			electronics_store
7	Bookmart & Gamexchange	ChIJcy1kLo8OZ0gRzqc_BzK0LfU	book_store|cafe|electronics_store|home_goods_store|food|point_of_interest|store|establishment	53.3508966	-6.2527046	False			electronics_store
8	MIG New Phone Centre	ChIJiR52UY8OZ0gRMAkegRXJ4tE	electronics_store|point_of_interest|store|establishment	53.3507932	-6.254835099999998	False			electronics_store
9	The Bunker Studio, Dublin	ChIJX12nGusPZ0gRJUBb_TYxh2M	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3508453	-6.2549042	False			electronics_store
10	101 Management	ChIJFaJm7U0PZ0gRQvVfrqvKWEc	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3507845	-6.254870700000001	False			electronics_store
11	Old Windmill lane studios	ChIJd5TsjsIPZ0gRCbKObY_-kmI	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3457957	-6.245874100000001				electronics_store
12	Educational Music Services Limited	ChIJydHxsWIOZ0gR30cXaRqVwow	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3572599	-6.256489600000001	False			electronics_store
13	PhoneWatch Alarm Systems	ChIJU_-mIgcJZ0gRkxgyhK-w7R4	electronics_store|point_of_interest|store|establishment	53.3491846	-6.255509499999999	True			electronics_store
14	Toco Connect	ChIJg_PfefcOZ0gRaPhU0XEGCkI	electronics_store|point_of_interest|store|establishment	53.35499220000001	-6.229214900000001				electronics_store
15	Musician's Union of Ireland	ChIJ7zuagoUOZ0gRGD16pwCp9RE	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3484728	-6.255698599999999				electronics_store
16	TECH4U PC REPAIRS	ChIJjbfcgl4OZ0gRgGtBHyLgxUM	finance|electronics_store|point_of_interest|store|establishment	53.362682	-6.239845999999999	False			electronics_store
18	Connected Homes	ChIJZzk3q14OZ0gRFzMqUtHHvaY	electronics_store|home_goods_store|point_of_interest|store|establishment	53.362657	-6.2377451	False			electronics_store
19	Komodo Recordings International	ChIJf2wjvpEOZ0gR3L7JQ2cXcBs	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3445035	-6.2488105				electronics_store
20	511 Tech Solutions	ChIJicFu5XwOZ0gR0tHUkaxL1Ws	electronics_store|point_of_interest|store|establishment	53.3588212	-6.2580538	False	21 Belvedere Pl, Mountjoy, Dublin, D01 WP22		electronics_store
21	D5 Hosting	ChIJ6Ze2mIYOZ0gRiAQ_z11dAso	electronics_store|point_of_interest|store|establishment	53.35124159999999	-6.2607789	False	O'Connell Street Upper, North City, Dublin		electronics_store
22	iConnect Ireland | Apple Premium Reseller	ChIJye1pEoQOZ0gRJCihWyg5_6M	electronics_store|point_of_interest|store|establishment	53.3497242	-6.2612888	False	1 Co. Dublin IE, 36 Henry St, Co. Dublin, D01 DX32		electronics_store
23	One Stop Repair Centre	ChIJsf5-toYOZ0gRQsq0guz2Kjs	electronics_store|point_of_interest|store|establishment	53.35198889999999	-6.2623335	False	71 Parnell St, North City, Dublin 1, D01 EA89		electronics_store
24	Mobile Store	ChIJg-IIBE8PZ0gRiulzHF79ouQ	electronics_store|point_of_interest|store|establishment	53.3496854	-6.2618493	False	2 Moore St, North City, Dublin, D01 RC65		electronics_store
25	GSM EXPERT	ChIJGYhcCIQOZ0gRH0dfuXKNzF8	electronics_store|point_of_interest|store|establishment	53.35002300000001	-6.262162	False	8 Moore St, North City, Dublin 1, D01 X439		electronics_store
26	First Choice ITech	ChIJOWMSCIQOZ0gRyOUjDtXL2fM	electronics_store|point_of_interest|store|establishment	53.3500757	-6.2622576	False	Shop No. 9, 1 Moore St, North City, Dublin, D01 EW99		electronics_store
27	APPLECARE	ChIJzbOj94MOZ0gRRlz3m5tcPk0	electronics_store|point_of_interest|store|establishment	53.3500136	-6.2625275	False	55 Moore St, North City, Dublin 1, D01 A6N4		electronics_store
