	name	place_id	types	geometry.location.lat	geometry.location.lng	main_type
0	Dalymount Park	ChIJTW2Ee9YNZ0gRvmwt6y9YGJA	stadium|point_of_interest|establishment	53.3613976	-6.275033199999999	stadium
