	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	price_level	formatted_address	main_type
0	Timber Yard	ChIJZwP2lbINZ0gRdRH4utJJcAE	gym|health|point_of_interest|establishment	53.3389563	-6.278571899999999				gym
1	Energie Fitness Dublin8	ChIJxd4mBq8NZ0gRL05_6tYwFyM	gym|health|point_of_interest|establishment	53.33871429999999	-6.280345599999999	False			gym
2	Estelle Birdy Yoga	ChIJpc6_iB8MZ0gRVGoBo1V47m0	gym|health|point_of_interest|establishment	53.3380342	-6.281890399999999	False			gym
3	Live & Breathe Pilates	ChIJoU3Rjh8MZ0gRqIvTb1ogFQk	university|gym|health|point_of_interest|establishment	53.3363643	-6.2687425	False			gym
4	Sta.Lan.Do Mugendo Kickboxing	ChIJgWa1OoUOZ0gRrtiJ3CEjUpk	gym|health|point_of_interest|establishment	53.3410478	-6.278721200000001	False			gym
5	Little Bird, coffee & yoga	ChIJRaT-wxgMZ0gR9EpDL7JTDSU	cafe|food|gym|health|point_of_interest|establishment	53.3323179	-6.273657200000001	False	2.0		gym
6	Age Well Yoga Studio & Pottery Studio	ChIJFZBpMSAMZ0gRAFRrgqj_ZvE	gym|health|point_of_interest|establishment	53.33509319999999	-6.2689707	False			gym
7	Donore Boxing Club	ChIJZQy3qD0MZ0gRlJu37miKkD4	gym|health|point_of_interest|establishment	53.335373	-6.283993400000001				gym
8	BASI Pilates UK	ChIJqQvuWiAMZ0gRuKfXJPJ4W1Y	gym|health|point_of_interest|establishment	53.33629329999999	-6.267618399999999				gym
9	Yocella - Yin Yoga & Live Cello	ChIJ5accLB8MZ0gRzqPZNJY6Qd8	gym|health|point_of_interest|establishment	53.3317259	-6.2717969				gym
10	Yogapeople	ChIJA4VGhh8MZ0gR-NVSYYv9pyM	gym|health|point_of_interest|establishment	53.3339188	-6.267897999999999				gym
11	Bairbre Crowley Iyengar Yoga	ChIJcZ2N8ZsOZ0gRy-mxPEHddNE	gym|health|point_of_interest|establishment	53.3338929	-6.2678533	False			gym
