	name	place_id	types	geometry.location.lat	geometry.location.lng	price_level	opening_hours.open_now	formatted_address	main_type
0	Irish Country Houses and Restaurants Ltd	ChIJ8xahv5UOZ0gR28CEUkWbVmY	restaurant|food|point_of_interest|establishment	53.33704879999999	-6.2434371				restaurant
1	Salt Cellar Cafe	ChIJFxiH3JUOZ0gRyxVG-CaIAVE	cafe|restaurant|food|point_of_interest|store|establishment	53.3372317	-6.2445336	1.0	False		restaurant
2	O'Connor's of Mount Street	ChIJ519VTJQOZ0gRywHdgjGR_KM	bar|restaurant|food|point_of_interest|establishment	53.3383386	-6.243050299999998	2.0	True		restaurant
3	Bon Espresso	ChIJZYQgVZQOZ0gR4zMZgNVAxmk	restaurant|cafe|food|point_of_interest|establishment	53.3383778	-6.2423312				restaurant
4	The Punnet Food Emporium	ChIJZYQgVZQOZ0gRY6MoqlXjoAo	cafe|restaurant|food|health|point_of_interest|store|establishment	53.3383778	-6.2423312		False		restaurant
5	Smyths of Haddington Road	ChIJ-SglF74OZ0gRv6q3bxjsP8Y	bar|restaurant|food|point_of_interest|establishment	53.3347706	-6.243412200000001	2.0	True		restaurant
6	Asador	ChIJSYkHjOoOZ0gReO83DgQ39AU	restaurant|food|point_of_interest|establishment	53.3346448	-6.2437429	2.0	True		restaurant
7	Angelina's Restaurant and Deli	ChIJNwNBDr4OZ0gRDmuA_q9DuMw	meal_takeaway|cafe|restaurant|food|point_of_interest|store|establishment	53.3346226	-6.2440307	2.0	True		restaurant
9	The 51 Bar	ChIJSaeGO74OZ0gR8KZQ7o45K38	bar|restaurant|food|point_of_interest|establishment	53.3346672	-6.242479299999999	2.0	True		restaurant
10	Milano	ChIJbd4gDr4OZ0gR3K5SS7eARNc	restaurant|food|point_of_interest|establishment	53.3342362	-6.245112600000001	2.0	True		restaurant
11	Schoolhouse Hotel	ChIJh2PvPZUOZ0gRDvuWhYXEceU	lodging|bar|restaurant|food|point_of_interest|establishment	53.3374182	-6.2394994				restaurant
12	Chai-Yo	ChIJvy09L5YOZ0gRY6UO1WVPulo	meal_delivery|meal_takeaway|restaurant|food|point_of_interest|establishment	53.3357333	-6.247766700000001	2.0	True		restaurant
13	Burger King Baggot Street	ChIJI4Jv370OZ0gRG3fr6lVur9A	restaurant|food|point_of_interest|establishment	53.333959	-6.2447125	1.0	True		restaurant
14	Mamma Mia Deli Café Bar	ChIJ0bmlQZQOZ0gRNM68uNgIIyc	restaurant|food|point_of_interest|establishment	53.33943799999999	-6.243693199999999	2.0	True		restaurant
15	Subway	ChIJD0pm370OZ0gRcCoqNLmfhog	meal_takeaway|restaurant|food|point_of_interest|establishment	53.3339095	-6.244588499999999	1.0	False		restaurant
16	Staple Foods	ChIJiXrwQZQOZ0gRw5gR8Ggl6cs	cafe|restaurant|food|health|point_of_interest|store|establishment	53.3395068	-6.2436905	2.0	False		restaurant
18	Cafe Sol Baggot Street	ChIJNeF0NZYOZ0gRkC0bLVOjvck	cafe|restaurant|food|point_of_interest|store|establishment	53.3367017	-6.248495899999999	2.0	False		restaurant
19	Dylan	ChIJk8UEW74OZ0gRLhYvFRJbu88	lodging|bar|restaurant|food|point_of_interest|establishment	53.3338092	-6.242007900000001	3.0	True		restaurant
20	Zakura Izakaya	ChIJ75rI3r0OZ0gRCtVD-9V4Gv8	restaurant|food|point_of_interest|establishment	53.3337295	-6.244990899999999	2.0	True	7 Baggot Street Upper, Dublin 4, D04 K7H1	restaurant
21	Kerala Kitchen	ChIJd03z270OZ0gRIyBsVfkuR2c	meal_delivery|meal_takeaway|restaurant|food|point_of_interest|establishment	53.333736	-6.245114	2.0	True	5 Baggot Street Upper, Ballsbridge, Dublin 4, D04 N2X3	restaurant
22	Saba	ChIJuYYVcL4OZ0gRquFAyUVV94U	meal_takeaway|bar|restaurant|food|point_of_interest|establishment	53.3335765	-6.2437611	2.0	True	22 Baggot Street Upper, Dublin 4, D04 W5R2	restaurant
23	Kanum Thai	ChIJ8fFKw70OZ0gRVSi5LuZD48Q	meal_delivery|meal_takeaway|restaurant|food|point_of_interest|establishment	53.333775	-6.245499	2.0	True	77 Mespil Rd, Dublin 4, D04 VN26	restaurant
24	Bloom Brasserie	ChIJfwQQ3L0OZ0gR1_44eE-GpU0	restaurant|bar|food|point_of_interest|establishment	53.33364	-6.244821	3.0	True	11 Baggot Street Upper, Dublin, D04 HN92	restaurant
25	Bunsen Baggot Street	ChIJxdkCRXoPZ0gR8zCFiSzafzE	meal_takeaway|restaurant|food|point_of_interest|establishment	53.3335573	-6.243680599999999		True	24 Baggot Street Upper, Dublin	restaurant
26	The Eddison Restaurant	ChIJXZP2vsIPZ0gRvPXNeJ_ZYRc	restaurant|food|point_of_interest|establishment	53.333671	-6.2421371		True	Eastmoreland Pl, Dublin, D04 W521	restaurant
27	Keshk Cafe	ChIJowrzWbsOZ0gRW21kkihQdWI	restaurant|food|point_of_interest|establishment	53.3337151	-6.2457726	2.0	True	71 Mespil Rd, Dublin 4	restaurant
28	Boojum	ChIJmXUhx70OZ0gROAHlzS0XfiM	restaurant|food|point_of_interest|establishment	53.33360260000001	-6.2461631	1.0	True	63 Mespil Rd, Dublin 4, D04 RX37	restaurant
29	Langkawi Malaysian Restaurant	ChIJeQorYb4OZ0gRhO2Za_uh2HI	restaurant|food|point_of_interest|establishment	53.3331756	-6.2428531	2.0	True	46 Baggot Street Upper, Dublin 4, D04 F2C8	restaurant
30	Millers Pizza Kitchen	ChIJQ7GsYb4OZ0gRHdXvrVCylAU	restaurant|food|point_of_interest|establishment	53.3331775	-6.242695899999999	2.0	True	50 Baggot Street Upper, Dublin 4, D04 DH31	restaurant
31	Fowl Play	ChIJc3MQCpQOZ0gRTvlNcxGlBgY	restaurant|food|point_of_interest|establishment	53.3408354	-6.2448136		True	45 Hogan Pl, Dublin 2, D02 RF34	restaurant
