	name	place_id	price_level	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	main_type
0	Morrisseys Pub Dublin	ChIJsxFnnD4MZ0gR9ZLT4ZXWYW0	1.0	bar|point_of_interest|establishment	53.3368339	-6.287627799999999	True		bar
2	Arthur's Bar	ChIJr1cpSDoMZ0gRXtuxTTaIW0s		bar|point_of_interest|establishment	53.34184769999999	-6.286481199999999	False		bar
3	Gravity Bar	ChIJI2S0eNMNZ0gRhFe4VHdMpys		bar|point_of_interest|establishment	53.34193459999999	-6.2864834	True		bar
4	Harkin's Bar & Bistro	ChIJmWlXIDoMZ0gR9TTra4v7KEo	1.0	bar|restaurant|food|point_of_interest|establishment	53.34248049999999	-6.288576799999999	True		bar
5	The Malt House	ChIJq_jywzkMZ0gRgt15TIWbfTA	1.0	bar|point_of_interest|establishment	53.3429303	-6.290995799999999	True		bar
7	Guinans Bar & Venue	ChIJr5Dg5jkMZ0gRmJa0Hm2ttMY	1.0	bar|point_of_interest|establishment	53.3434715	-6.290486799999999	True		bar
8	Kenny's Bar	ChIJZZhDEzgMZ0gRygxMja1PX84	1.0	bar|point_of_interest|establishment	53.34242379999999	-6.294490499999998	True		bar
12	The Circular & The Other Hand Bar	ChIJlyqvwEQNZ0gRTMkF-CjCM8c	2.0	bar|point_of_interest|establishment	53.33620390000001	-6.297925	True		bar
14	The Lamplighter	ChIJhTd5hSQMZ0gRxq2Ke1nE7ck	1.0	bar|point_of_interest|establishment	53.3397255	-6.278109100000001	True		bar
15	The Lark Inn	ChIJy0ig_SQMZ0gRIotNGcOctQQ	1.0	bar|point_of_interest|establishment	53.3417214	-6.278666399999999	True		bar
16	Artisan Brew Academy	ChIJaVJ7FSUMZ0gRQZW0vdbBTEY	1.0	tourist_attraction|bar|restaurant|food|point_of_interest|store|establishment	53.3430573	-6.279973699999998			bar
17	Lucky's	ChIJIYci_CQMZ0gRiHnICMdRXXY	2.0	bar|cafe|restaurant|food|point_of_interest|establishment	53.34157099999999	-6.2784649	True		bar
18	The Bird Flanagan	ChIJs8cvFkEMZ0gRnaFp2BIbXio	2.0	bar|point_of_interest|establishment	53.3366015	-6.299221200000001	True		bar
19	The Clock Pub	ChIJ2Tw7EiUMZ0gRghOPBieNuRM	1.0	bar|restaurant|food|point_of_interest|establishment	53.34294279999999	-6.279246199999998	True		bar
21	John's Bar & Haberdashery	ChIJjcfvz24NZ0gR7vS6l0XD59s		bar|point_of_interest|establishment	53.3426205	-6.277525499999999	True	61 Thomas St, The Liberties, Dublin 8	bar
