	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	main_type
0	St Catherines Park	ChIJf8OhEa0NZ0gR5DNMjoizBvs	park|point_of_interest|establishment	53.3424134	-6.281367400000001	True	park
2	Braithwaite Street Allotments	ChIJyRI7etENZ0gRV0wgO3uQO9g	park|point_of_interest|establishment	53.33975659999999	-6.2821897		park
3	Campsited	ChIJOem-Z28NZ0gRYlaZ8V7IhdA	campground|lodging|park|point_of_interest|establishment	53.34318949999999	-6.2832873	False	park
4	Bridgefoot Street Community Garden	ChIJoYjw-S8MZ0gRwlfNBWi7bME	park|point_of_interest|establishment	53.344685	-6.281394		park
5	Baggo Topsoil	ChIJzUvUujwMZ0gRUX4_RDn601s	park|point_of_interest|establishment	53.3382871	-6.282504599999999		park
6	Bridgefoot Street Park	ChIJa1__ht0NZ0gRosGSAaLs35E	park|point_of_interest|establishment	53.3449581	-6.2818408		park
7	Weaver Park	ChIJvRdQsTwMZ0gR__jh8sx2k4k	park|tourist_attraction|point_of_interest|establishment	53.33799459999999	-6.2811672	True	park
8	St. Audoen's Park	ChIJ7xiH4iUMZ0gRomZlPCGXZLY	park|tourist_attraction|point_of_interest|establishment	53.34387479999999	-6.275032299999999	True	park
9	Oscar Square	ChIJF-C7BOYNZ0gRSM0zJcd4yjg	park|point_of_interest|establishment	53.3369404	-6.2797725		park
10	Armenian Genocide Memorial	ChIJGfGLSyYMZ0gRITtCZLVXw-I	park|point_of_interest|establishment	53.3432178	-6.271638	True	park
11	Peace Park	ChIJWY1zCRINZ0gRMWcEFYSGaNQ	park|point_of_interest|establishment	53.3427504	-6.2712542	True	park
12	St. Patrick’s Park	ChIJPxLz2SYMZ0gRLn9DSWYFzJQ	park|tourist_attraction|point_of_interest|establishment	53.3402425	-6.271165	False	park
13	Elma Fenton Landscape Architecture and Garden Design	ChIJQTylsgEMZ0gR6Jdit_17BX4	park|general_contractor|point_of_interest|establishment	53.33697709999999	-6.2747409	False	park
14	Oisin Kelly Park	ChIJd1TTc4MNZ0gRj64_AUaEyuU	park|point_of_interest|establishment	53.3419932	-6.291401400000002	True	park
16	The Croppies Acre	ChIJE2-EyS8MZ0gRRlv37fVF1JU	tourist_attraction|park|point_of_interest|establishment	53.34754780000001	-6.286530000000001	True	park
17	Chancery Park	ChIJl8wN9igMZ0gRRSiD9ZgTIzY	park|tourist_attraction|point_of_interest|establishment	53.3465867	-6.272191900000001	False	park
18	St Teresa's Park, Dublin	ChIJY_e0dT0MZ0gRwMufIH1_UCc	park|point_of_interest|establishment	53.334563	-6.283196		park
19	Cabbage Garden	ChIJueLjBCEMZ0gRR6DmAvJVg9Y	park|point_of_interest|establishment	53.3370895	-6.270844400000001	False	park
