	name	place_id	types	geometry.location.lat	geometry.location.lng	price_level	opening_hours.open_now	formatted_address	main_type
0	Mountjoy House Chinese	ChIJ14V6XYEOZ0gRwp1GImFkvqQ	restaurant|food|point_of_interest|establishment	53.3513089	-6.2644017				restaurant
1	Musashi Sushi Parnell Street	ChIJfST2Z4EOZ0gR-hU0-BaCmig	restaurant|food|point_of_interest|establishment	53.351309	-6.264402	2.0	False		restaurant
2	Centra Parnell Street	ChIJz9JEWYEOZ0gRayyKaCxIkGQ	convenience_store|atm|meal_takeaway|finance|liquor_store|restaurant|food|point_of_interest|store|establishment	53.3511829	-6.2636618		False		restaurant
3	KFC Parnell	ChIJsTPTXYEOZ0gRL_Bv8NReoi8	meal_takeaway|restaurant|food|point_of_interest|establishment	53.351014	-6.264137		False		restaurant
4	Kebab House	ChIJw3UxsbsPZ0gR_xUUjQTR9vs	restaurant|food|point_of_interest|establishment	53.3514428	-6.2633901		False		restaurant
5	Gorące Gary u Barbary Kuchary	ChIJX8aLUYEOZ0gRe8-4ubUHB6I	restaurant|food|point_of_interest|establishment	53.3515142	-6.263242199999999		False		restaurant
6	McDonald's Central Dublin- Henry Street.	ChIJ_7cOYYEOZ0gRAfDwnd1c3JY	restaurant|food|point_of_interest|establishment	53.3508286	-6.264319299999999	1.0	False		restaurant
7	Ginseng Asian Kitchen	ChIJ6csvIkQPZ0gRw7fQ7u6ubx0	restaurant|food|point_of_interest|establishment	53.3508449	-6.2645426				restaurant
8	Kingfisher Restaurant & Townhouse	ChIJdSdQSYEOZ0gRGGtcaedBc7w	restaurant|meal_takeaway|lodging|food|point_of_interest|establishment	53.3518079	-6.263380599999999	2.0	False		restaurant
9	Ginzeng	ChIJ8fW-n4UPZ0gRhupEevIa1_I	restaurant|food|point_of_interest|establishment	53.3506972	-6.264213300000001		False		restaurant
10	Sabor Nordestino	ChIJR5Hd9gkPZ0gRu_7qj196bMU	meal_takeaway|restaurant|food|point_of_interest|establishment	53.35101169999999	-6.263121600000001				restaurant
11	White Rabbit Moore Street	ChIJeSjSi2MPZ0gR7_hlFktUEDI	restaurant|food|point_of_interest|establishment	53.35101169999999	-6.263121600000001		False		restaurant
12	FLO Restaurant	ChIJA-V65uUPZ0gRMIkIOAdqYBM	restaurant|food|point_of_interest|establishment	53.35101169999999	-6.263121600000001		False		restaurant
13	At Uncle's	ChIJ75DMT4EOZ0gRI2yYJUVb_Mw	restaurant|food|point_of_interest|establishment	53.35101169999999	-6.263121600000001				restaurant
14	Restaurant Balkan	ChIJMRWSUYEOZ0gRsMDdK_3BUZc	restaurant|food|point_of_interest|establishment	53.35101169999999	-6.263121600000001		False		restaurant
15	Sabor Nordestino Restaurante	ChIJw5e_VoEOZ0gR1gQnTyCTxnA	restaurant|food|point_of_interest|establishment	53.35101169999999	-6.2631215	1.0	False		restaurant
16	Superfoods Takeaway	ChIJw5e_VoEOZ0gRfi8xXrJu37U	restaurant|food|point_of_interest|establishment	53.35101169999999	-6.2631215		False		restaurant
17	Spicy Bite Open Buffet - Pakistani Indian style (inside the mall)	ChIJ27q5cZ0PZ0gRcO4lXyti2yM	restaurant|food|point_of_interest|establishment	53.3512415	-6.262978099999999				restaurant
18	Jurys Inn Parnell Street Dublin	ChIJ3QI1TIEOZ0gRJmESP7v_4hI	lodging|restaurant|food|point_of_interest|establishment	53.3515784	-6.263015100000001		True		restaurant
19	Burger King Ilac Shopping Centre	ChIJEZU73YMOZ0gRVp2SV6B7ITE	restaurant|food|point_of_interest|establishment	53.3507731	-6.264753300000001	1.0	False		restaurant
20	Lasani Buffet	ChIJDTRHUoEOZ0gRix6_87nXbU0	restaurant|food|point_of_interest|establishment	53.3512749	-6.262904499999999	1.0		Moore Street Mall, Parnell St, North City, Dublin 1	restaurant
21	Chopped	ChIJlwlv4IMOZ0gRsaoL3KIeY1s	restaurant|food|point_of_interest|establishment	53.3506003	-6.264126099999999	2.0	False	Henry St, North City, Dublin 1	restaurant
22	Rotana City Restaurant	ChIJxYp672QPZ0gRllZOuZUcUvw	restaurant|food|point_of_interest|establishment	53.3507222	-6.2659718		False	195-196 Parnell St, Rotunda, Dublin, D01 CC67	restaurant
