	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	price_level	main_type
0	Declan Killen Goldsmith and Jeweller	ChIJO6FArJ0OZ0gRkng4BWDms9c	jewelry_store|point_of_interest|store|establishment	53.3421272	-6.264306199999999	False			jewelry_store
1	Dublin Diamonds	ChIJR-jJqJ0OZ0gR2K4a2LGIJZo	jewelry_store|point_of_interest|store|establishment	53.34214369999999	-6.2643714	False			jewelry_store
2	New Moon Jewellery	ChIJlbUaV5wOZ0gRa_D2hifsoHs	jewelry_store|point_of_interest|store|establishment	53.34220329999999	-6.2635525	False			jewelry_store
3	Silver Works	ChIJ_96VOc0PZ0gRBWFods9Q0PU	jewelry_store|point_of_interest|store|establishment	53.3422589	-6.2635199	True			jewelry_store
4	The Collective Dublin	ChIJ3aw1UZwOZ0gRmFCERZPXihY	jewelry_store|point_of_interest|store|establishment	53.3422589	-6.2635199	False			jewelry_store
5	Hannah Bella 51 @ Project 51	ChIJQwqjRpwOZ0gRkf3ViRpFXsM	jewelry_store|point_of_interest|store|establishment	53.34160499999999	-6.262705	True			jewelry_store
6	Capulet & Montague	ChIJ3_IK34IOZ0gRCzunt4pTrIU	jewelry_store|point_of_interest|store|establishment	53.3423684	-6.2634189	False			jewelry_store
7	Jewellery - Body Piercing	ChIJvfJEVZwOZ0gRexfVoYZcfu8	jewelry_store|point_of_interest|store|establishment	53.34238629999999	-6.263399299999999	False			jewelry_store
8	Om Diva	ChIJee4QV5wOZ0gROB76tSXtT1w	clothing_store|jewelry_store|point_of_interest|store|establishment	53.3423913	-6.2633902	False			jewelry_store
9	RARE Jewellery Design	ChIJn5uLWZwOZ0gRyyOUIcsff7Y	jewelry_store|finance|point_of_interest|store|establishment	53.34231009999999	-6.263086199999999	False			jewelry_store
10	The Irish Jeweller	ChIJu4eZwZ0OZ0gRleuAOj4oDkI	jewelry_store|point_of_interest|store|establishment	53.340885	-6.265349000000001	False			jewelry_store
11	Greenes Jewellers	ChIJKSiawZ0OZ0gRoQblm2e1OAU	jewelry_store|finance|point_of_interest|store|establishment	53.340885	-6.265349000000001	False			jewelry_store
12	Janice Byrne Goldsmith	ChIJgzPOV5MPZ0gRZlzaXp4Q4iE	jewelry_store|point_of_interest|store|establishment	53.34088449999999	-6.2653488	False			jewelry_store
13	Cullen and Co Jewellers	ChIJSW5cWJwOZ0gRniVlnWpbG_o	jewelry_store|finance|point_of_interest|store|establishment	53.3424712	-6.263123599999999	False			jewelry_store
14	Doyle Design Dublin	ChIJ251KVpwOZ0gR-x9juTirXRo	jewelry_store|point_of_interest|store|establishment	53.34265209999999	-6.2642386	False			jewelry_store
15	Voltaire Diamonds	ChIJu49DpZ8OZ0gRzhpxPMZg4co	jewelry_store|point_of_interest|store|establishment	53.3405735	-6.2631153	False			jewelry_store
16	Farrington John Jewellers	ChIJ7fP895wOZ0gRsmMOrYSKWuE	jewelry_store|point_of_interest|store|establishment	53.34263899999999	-6.263247699999998	False			jewelry_store
17	Courtville - Antique and Vintage jewellers	ChIJVVUVZJwOZ0gRo6auyEiKb_o	jewelry_store|point_of_interest|store|establishment	53.34216170000001	-6.2622287	False			jewelry_store
18	Loulerie	ChIJiTsKPpwOZ0gRAxYAR4jt2j4	jewelry_store|point_of_interest|store|establishment	53.3410337	-6.2620916	False			jewelry_store
