	name	place_id	price_level	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	main_type
0	Christophe's	ChIJxbiGxi4MZ0gRCEH8ZK5K2A4	2.0	cafe|bar|food|point_of_interest|store|establishment	53.34833560000001	-6.277164	False		cafe
1	Sparks Bistro	ChIJ2U_zwC4MZ0gRI67pTGLdiJc	2.0	cafe|restaurant|food|point_of_interest|establishment	53.348554	-6.277578999999999	False		cafe
2	Oxmantown	ChIJpaT5vC4MZ0gRopYvHIWc_yQ		cafe|food|point_of_interest|store|establishment	53.3491689	-6.277672300000002	False		cafe
3	Insomnia Coffee Company	ChIJq5MikS4MZ0gRl4RL53Xr050	2.0	cafe|food|point_of_interest|establishment	53.34925270000001	-6.2785305	False		cafe
4	Light House Cinema	ChIJi15MliMMZ0gRF0OPS9-7BCg		movie_theater|cafe|bar|food|point_of_interest|establishment	53.3487938	-6.279049100000001	False		cafe
5	A Stór Coffee	ChIJqQmdJfYNZ0gRyiY3d1lTmhU		cafe|food|point_of_interest|establishment	53.3502735	-6.274728000000001	False		cafe
6	Third Space Smithfield	ChIJk2kH-y4MZ0gRv4M9iAJs8SM	2.0	cafe|food|point_of_interest|establishment	53.3477507	-6.278763199999999	False		cafe
7	The Eatery	ChIJ-3IVHEcNZ0gRAt8IwAvT6QY		cafe|food|point_of_interest|establishment	53.3473691	-6.2745399	False		cafe
8	Doughnuts and Coffee	ChIJJfZ1IS8MZ0gRgNFtk4ES_Cg		cafe|food|point_of_interest|store|establishment	53.3470348	-6.277244	False		cafe
9	Proper Order Coffee Co	ChIJl_R2Vi4MZ0gRVxttVX8tIUg	1.0	cafe|food|point_of_interest|store|establishment	53.3475353	-6.2794972	False		cafe
10	Costa Smithfield	ChIJqZB0AS8MZ0gRX8viUXxUTh0	2.0	cafe|food|point_of_interest|store|establishment	53.3469539	-6.278896699999999	False		cafe
11	Cinnamon Cafe	ChIJUT8hBy8MZ0gRGLT61y-Z-go	1.0	cafe|food|point_of_interest|establishment	53.3468351	-6.2789815	False		cafe
12	Urbanity	ChIJA0CCqS8MZ0gR0SEG78jaRrs	2.0	cafe|bar|restaurant|food|point_of_interest|store|establishment	53.3468283	-6.2791451	False		cafe
13	Brendan's Café	ChIJ5R6erykMZ0gRZ773_PtRiQI	1.0	cafe|food|point_of_interest|establishment	53.3481993	-6.271814399999999	False		cafe
14	Mug Shot	ChIJVaN43NANZ0gRqvJKVlZFjjM		cafe|food|point_of_interest|store|establishment	53.34641319999999	-6.274006099999998	False		cafe
15	Copper + Straw	ChIJRwK_7NgNZ0gRX-zD35VPYXM		cafe|food|point_of_interest|store|establishment	53.3459521	-6.2758349	False		cafe
16	Waterfront Cafe	ChIJG8okry8MZ0gRtzbRfT16TsU		cafe|food|point_of_interest|establishment	53.346628	-6.27966	False		cafe
17	Three Young Mugs	ChIJzUJNri8MZ0gRrGRiR17nYLc		cafe|food|point_of_interest|establishment	53.3466628	-6.279870900000001			cafe
18	Voodoo Card Club	ChIJaWGQry8MZ0gRzxaH2Y5FkgE		casino|cafe|food|point_of_interest|establishment	53.34661209999999	-6.279809699999999			cafe
19	The Friary Cafe	ChIJm0bELJ0NZ0gRHz6YcZmKHWU		cafe|food|point_of_interest|establishment	53.3464742	-6.2731159			cafe
20	Fegan’s 1924 Cafe	ChIJhZM4dGQNZ0gRG1zUiW5kfMI		cafe|food|point_of_interest|establishment	53.34698720000001	-6.271713600000001	False	13 Chancery St, Dublin, D07 A275	cafe
21	Social Fabric Cafe	ChIJ8zHmVOENZ0gRYWOxeIVHyhk		cafe|restaurant|food|point_of_interest|store|establishment	53.3505468	-6.2821247	False	34 Stoneybatter, Arbour Hill, Stoneybatter, Dublin, D07 HP99	cafe
22	Taste & See Café	ChIJidlTiigMZ0gRsC-yNQu56f4	1.0	cafe|food|point_of_interest|establishment	53.3460194	-6.2721683	False	5-6 Chancery Pl, Smithfield, Dublin 7, D07 A2Y7	cafe
23	Oxmantown	ChIJM7seNygMZ0gRCtuTcOp6aiA	1.0	cafe|meal_takeaway|restaurant|food|point_of_interest|establishment	53.3471512	-6.2701709	False	16 Mary's Abbey, North City, Dublin 7, D07 Y0C2	cafe
24	Heroes café	ChIJbeEmgGgPZ0gR6B9NaNUfHNI		cafe|food|point_of_interest|establishment	53.3499641	-6.2692158	False	65 Capel St, Rotunda, Dublin 1	cafe
25	Hot Bubble Café	ChIJmdcIC4IOZ0gRRWTtfoeVv2Y	1.0	cafe|food|point_of_interest|establishment	53.349246	-6.2689099	False	55 Capel St, North City, Dublin 1, D01 N9Y5	cafe
26	The Coffee Bean	ChIJY0DbcIIOZ0gR_lJAuTTS3rU	1.0	cafe|food|point_of_interest|establishment	53.3485701	-6.2685273	False	64 Mary St, North City, Dublin 1, D01 KW22	cafe
