	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	main_type
0	Aokplumbingandheating	ChIJUZPyhWwNZ0gR6xM3btWp02M	plumber|point_of_interest|establishment	53.3510094	-6.272246000000001	True	plumber
1	ER Building Group LTD	ChIJ6cZBcU4MZ0gRkOonHC60Kuw	painter|electrician|plumber|roofing_contractor|general_contractor|point_of_interest|establishment	53.3420819	-6.296338200000001	False	plumber
2	ST Pumps	ChIJOeua09UNZ0gRyvLAFglpQFU	plumber|point_of_interest|store|establishment	53.36091039999999	-6.2729731	False	plumber
3	Bowhill Developments Ltd	ChIJT6AbH4MOZ0gRG8WcGetj9iI	electrician|plumber|general_contractor|point_of_interest|establishment	53.3467462	-6.2648218	False	plumber
4	Emergency Plumber Dublin - 24 Hour Plumber	ChIJs8k1O50OZ0gRkDs0VDKk0eg	plumber|car_repair|home_goods_store|general_contractor|point_of_interest|store|establishment	53.3442943	-6.265448699999999	True	plumber
5	R&B Heating & Plumbing	ChIJYSlR09cNZ0gRt7fzRClOpDI	plumber|point_of_interest|establishment	53.3638103	-6.273010200000001		plumber
6	LC Plumbing	ChIJJ2HyqNwPZ0gR2RR5lbIwxLc	plumber|point_of_interest|establishment	53.35021260000001	-6.260050000000001		plumber
7	Plumbline	ChIJu8kwfIYOZ0gRz856th9mhyk	plumber|point_of_interest|establishment	53.3513658	-6.258930400000001		plumber
8	Dublin pumps	ChIJeRDNBpYOZ0gRnGtgTdZR040	plumber|point_of_interest|establishment	53.3438106	-6.261885299999999	True	plumber
9	Blocked Drains Cleared From €50 1 Hour Response 24/7 365 Days a Year	ChIJfzAf0SMMZ0gRGQ5cLAfnBM0	plumber|point_of_interest|establishment	53.337131	-6.274007999999999	False	plumber
10	Dublin Area Plumbers	ChIJnfKVmpwOZ0gRRlboOHEcEDw	plumber|general_contractor|point_of_interest|establishment	53.3434731	-6.2616362	True	plumber
11	McCarron Plumbing Heating & Gas - Dublin Gas boiler Replacements & Repair	ChIJU2vPEnYRZ0gRQDB0mgQeAPc	plumber|point_of_interest|establishment	53.3476616	-6.258371299999999	True	plumber
12	Marc Company	ChIJxzXMnTgNZ0gRagN0reAd_qk	plumber|point_of_interest|establishment	53.3354306	-6.2788051		plumber
13	On The Level Plumbing Services	ChIJbU34GHgOZ0gRGucLpAppd_c	plumber|point_of_interest|establishment	53.36606829999999	-6.2714815		plumber
14	Boiler Repairs Dublin	ChIJL_wF7SIMZ0gRmIrNWvQzG5U	plumber|point_of_interest|establishment	53.33521399999999	-6.277569299999999	False	plumber
15	DublinPlumber.ie	ChIJofu370AMZ0gRnzPGge5pdAk	plumber|general_contractor|point_of_interest|establishment	53.336203	-6.296794999999999	True	plumber
