	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	price_level	main_type
0	Maxol	ChIJO4Bhv70OZ0gRPgqJJwFZszM	gas_station|point_of_interest|establishment	53.3338748	-6.246179	False		gas_station
1	D4 Fuels	ChIJf1aneVEPZ0gRPz_RM0tWfMY	gas_station|point_of_interest|establishment	53.3327192	-6.235893000000001	True		gas_station
2	Maxol	ChIJp6BycewOZ0gRFUOt66nDnMw	gas_station|point_of_interest|store|establishment	53.3417257	-6.234847500000001	True		gas_station
3	George's Quay j.j kavanagh bus stop	ChIJmU2Ll4MPZ0gRRSQdrNggr48	gas_station|transit_station|point_of_interest|establishment	53.3473868	-6.2535973			gas_station
4	Maxol	ChIJ2TZhb-cOZ0gRdmb3JanJB6c	gas_station|point_of_interest|establishment	53.3374184	-6.220145999999999	True		gas_station
5	Circle K Belmont Ranelagh	ChIJ73pab7EOZ0gRzS3RUbtHhjk	gas_station|convenience_store|food|point_of_interest|store|establishment	53.3199967	-6.243802100000001	True	1.0	gas_station
6	Belmont Service Station	ChIJMdBSb7EOZ0gRHfelfyXPg2A	gas_station|point_of_interest|establishment	53.3199923	-6.243638499999999			gas_station
7	Shop N Drive	ChIJEV2WfdQPZ0gRSLcoGctVjZc	gas_station|point_of_interest|establishment	53.3535043	-6.2477345	True		gas_station
8	Amiens St. Service Station	ChIJi4z5HkoPZ0gRGUcIzZIYB10	gas_station|point_of_interest|establishment	53.3536143	-6.2474136	True		gas_station
9	Circle K Donnybrook	ChIJZ3pX48kOZ0gRz5Td2HMyqXc	gas_station|convenience_store|food|point_of_interest|store|establishment	53.3205026	-6.234171099999998	True	1.0	gas_station
10	Donnybrook Self service	ChIJ9bBp48kOZ0gRvaJXgI2FU5k	gas_station|point_of_interest|establishment	53.320282	-6.2339103			gas_station
11	First Stop Donnybrook	ChIJX6kz-8kOZ0gRPtn9zuv5IVQ	gas_station|car_repair|point_of_interest|establishment	53.3201632	-6.2338456	False		gas_station
