	name	place_id	types	geometry.location.lat	geometry.location.lng	price_level	opening_hours.open_now	formatted_address	main_type
0	Scholl of English	ChIJjay4BRUPZ0gRHKvGBB5puHA	school|point_of_interest|establishment	53.3396424	-6.258947099999999				school
1	Dublin Barista School	ChIJazfx6JsOZ0gRwe8BBuzsBCA	cafe|food|school|point_of_interest|establishment	53.3409492	-6.2586983	1.0	False		school
2	The Academy @ Robert Chambers Hairdressing	ChIJmess2dMPZ0gR88zXPa8VdSI	hair_care|university|school|point_of_interest|establishment	53.34107179999999	-6.2607051		False		school
3	The School of Jewellery Ireland	ChIJ04wGLssNZ0gR4LGLlJXAKng	school|point_of_interest|establishment	53.34095440000002	-6.258693200000001		False		school
4	Escuela ingles	ChIJobbEXpkOZ0gRPX756NpOGDw	school|point_of_interest|establishment	53.340702	-6.257837599999999				school
5	RCSI, entrance to college on York street	ChIJ44C7PsQPZ0gR1mjBNg9LyYs	school|point_of_interest|establishment	53.3390466	-6.2636843				school
6	Dublin Business School Balfe Street	ChIJT4CqFpwOZ0gRaFhov3DXDIg	school|point_of_interest|establishment	53.3410577	-6.261710899999999				school
7	Dublin Business School 2	ChIJvwcSFJwOZ0gR-9I9jygvJkY	school|point_of_interest|establishment	53.3410801	-6.261671199999999				school
8	DIT Conservatory	ChIJD2O3OZwOZ0gRD4pt5AaQJww	school|point_of_interest|establishment	53.34094169999999	-6.262790200000001				school
9	Loreto College	ChIJG2_qpHAPZ0gR39sUMsV0SZg	school|point_of_interest|establishment	53.3403459	-6.2558102				school
10	School	ChIJkWe_SZwOZ0gRNdlhMGLRae4	school|point_of_interest|establishment	53.3413522	-6.263301500000002				school
13	Eblana Toastmasters International	ChIJBUjRMpoOZ0gRn_wfWHSVhj8	school|point_of_interest|establishment	53.3410562	-6.2560061				school
14	Ag Eisteacht	ChIJ4VpwEZoOZ0gRXWI15_Dnc7M	school|point_of_interest|establishment	53.3406449	-6.255408499999999				school
