	name	place_id	types	geometry.location.lat	geometry.location.lng	price_level	opening_hours.open_now	formatted_address	main_type
0	Guinness's Porter Stout Ale Porter Liquor Tea Coffee & Wine	ChIJQS34KIAOZ0gRc0zLPR9ls0s	liquor_store|cafe|food|point_of_interest|store|establishment	53.3536072	-6.2696999				cafe
1	Declan & Donal's Deli	ChIJDbJWyYEOZ0gRWkqFCrvkoAw	cafe|food|point_of_interest|store|establishment	53.3528075	-6.268666799999999	1.0	False		cafe
2	Abode Cafe Dublin	ChIJRUL1E0sNZ0gRb3QMTJ_DzC8	cafe|food|point_of_interest|establishment	53.35375440000001	-6.2703322		False		cafe
3	Healthy Hub	ChIJuZ1E3oEOZ0gRuQXcnP65YUg	cafe|food|point_of_interest|store|establishment	53.3518944	-6.2695053		False		cafe
6	Tom, Dick & Harriet's	ChIJEXychJkPZ0gRmhIWk5y1QqU	cafe|lodging|food|point_of_interest|establishment	53.3556834	-6.2657443		False		cafe
7	The Chocolate Factory Art	ChIJ45q5k4EOZ0gRq0gRx18-Odw	cafe|food|gym|health|point_of_interest|establishment	53.3513883	-6.267641100000001		False		cafe
8	Blas Cafe	ChIJIT1XkoEOZ0gRM0FRqgIK00E	cafe|food|point_of_interest|establishment	53.3513707	-6.2674433	1.0	False		cafe
9	The HUB Café	ChIJO1J4Vn8PZ0gR5FD-u1odTm4	cafe|food|point_of_interest|store|establishment	53.3510609	-6.266717799999999		False		cafe
10	Cafe Rotunda	ChIJr9V-OoEOZ0gRs14Su45R1j8	cafe|food|point_of_interest|establishment	53.3525608	-6.2638216		False		cafe
11	La Pausa Caffe	ChIJjXnjIX4OZ0gR6IbdT6qpRkw	cafe|food|point_of_interest|establishment	53.3562543	-6.265462899999999	1.0	False		cafe
12	Tea room	ChIJa-8lZz4PZ0gRtTKhghvISH4	cafe|food|point_of_interest|establishment	53.3547139	-6.263455799999999				cafe
13	Candy Cafe	ChIJG8a7yoAOZ0gRJOCWzVwdpWE	cafe|restaurant|food|point_of_interest|store|establishment	53.3547139	-6.263455799999999	1.0	False		cafe
14	Clement & Pekoe Stores	ChIJ88qRurQPZ0gREFpiUB4OEbw	cafe|food|point_of_interest|store|establishment	53.356799	-6.267588700000002		False		cafe
15	Mocha Beans	ChIJEcbP14MOZ0gRKOtciAdr2D8	cafe|food|point_of_interest|store|establishment	53.350641	-6.265095700000001	2.0	False		cafe
16	COSTA Coffee Express	ChIJA401E4UPZ0gRiYr3zPDYUQQ	cafe|food|point_of_interest|establishment	53.35009410000001	-6.268408099999999		False		cafe
17	Chai cafe	ChIJMTjv47EPZ0gRQHP5gC5NjxQ	cafe|food|point_of_interest|establishment	53.35674729999999	-6.2642784		False		cafe
18	Mish.Mash	ChIJVd0iB4IOZ0gRQcIBJOXNLyM	cafe|food|point_of_interest|establishment	53.3500198	-6.2692066	2.0	False		cafe
19	Mornings @ SOUP 2	ChIJ_1CGVqgNZ0gRziZr4VD5lcw	cafe|food|point_of_interest|store|establishment	53.3504273	-6.271409100000001		False		cafe
20	Heroes café	ChIJbeEmgGgPZ0gR6B9NaNUfHNI	cafe|food|point_of_interest|establishment	53.3499641	-6.2692158		False	65 Capel St, Rotunda, Dublin 1	cafe
21	Lily's Café & Restaurant	ChIJH2Qx3YYOZ0gR9WKJO4VmC5Y	cafe|restaurant|food|point_of_interest|establishment	53.3529008	-6.2613945	2.0	False	3A Cavendish Row, Rae Cavendish, Rotunda, Dublin 1, D01 XY31	cafe
22	Bleecker Street Cafe Bar	ChIJkQxwCn4OZ0gRtI4y2o08FuA	bar|cafe|restaurant|food|point_of_interest|establishment	53.3571801	-6.2639138	2.0	False	68 Dorset Street Upper, Rotunda, Dublin 1, D01 KT22	cafe
23	Esquires Coffee (ILAC Shopping Centre)	ChIJVRVmUIQOZ0gROBNOWw0-zM8	cafe|restaurant|food|point_of_interest|store|establishment	53.3502409	-6.2640593	2.0	False	Unit 56 & 57 Central Mall ILAC Shopping Centre, Henry St, Dublin 1, D01 A300	cafe
24	Industrial Cafe	ChIJ26o5on8OZ0gRQMHPXt7to3M	cafe|food|point_of_interest|establishment	53.3581428	-6.2693305	1.0	False	6 Berkeley Rd, Phibsborough, Dublin 7	cafe
25	Cobalt Cafe & Gallery	ChIJ_S0NqZ0OZ0gR3NtT5BirlL4	cafe|food|point_of_interest|establishment	53.35432489999999	-6.260751399999999		False	16 N Great George's St, Rotunda, Dublin 1, D01 W2X9	cafe
26	Hot Bubble Café	ChIJmdcIC4IOZ0gRRWTtfoeVv2Y	cafe|food|point_of_interest|establishment	53.349246	-6.2689099	1.0	False	55 Capel St, North City, Dublin 1, D01 N9Y5	cafe
27	Café Sol	ChIJz0cIGBAPZ0gRjz5t2fEm-Vo	cafe|food|point_of_interest|establishment	53.3500932	-6.2636708		False	48-50 Henry St, North City, Dublin, D01 PT93	cafe
28	Esquires Coffee (Findlater House)	ChIJ6yXr3ssPZ0gRarfWM2ClfKs	cafe|restaurant|food|point_of_interest|store|establishment	53.3521874	-6.2609113	2.0	False	28-32 O'Connell Street Upper, Lower, Dublin 1, D01 T2X2	cafe
29	Muse Cafe @Eason	ChIJr_5vo4YOZ0gRhFEy-CkLkWY	cafe|food|point_of_interest|establishment	53.3514491	-6.2613824			40 O'Connell Street Upper, North City, Dublin	cafe
30	Arnotts Cafe	ChIJ2StqkoMOZ0gR9lQtAp7j9Ms	cafe|food|point_of_interest|establishment	53.3496106	-6.263254600000001		False	Arnotts, 7 Henry St, North City, Dublin 1	cafe
31	The Coffee Bean	ChIJY0DbcIIOZ0gR_lJAuTTS3rU	cafe|food|point_of_interest|establishment	53.3485701	-6.2685273	1.0	False	64 Mary St, North City, Dublin 1, D01 KW22	cafe
32	The Church Café, Late Bar & Restaurant	ChIJtTOXRIIOZ0gRiLAbrd61jVs	bar|tourist_attraction|cafe|restaurant|food|point_of_interest|establishment	53.3486388	-6.2667114	2.0	False	Junction of Mary St. and, Jervis St, Dublin 1, D01 YX64	cafe
33	The Tram Café	ChIJnbLaXoIOZ0gRsY0GOJJmLRs	cafe|food|point_of_interest|establishment	53.3481101	-6.2664594	1.0	False	Wolf Tone Square, Jervis St, North City, Dublin, D01 W8C9	cafe
34	Butlers Chocolate Café, Henry Street	ChIJKeTMFYQOZ0gRqpT-4NERY9Q	cafe|food|point_of_interest|store|establishment	53.3498116	-6.2607544	2.0	False	31 Henry St, North City, Dublin 1, D01 RT21	cafe
35	Brendan's Café	ChIJ5R6erykMZ0gRZ773_PtRiQI	cafe|food|point_of_interest|establishment	53.3481993	-6.271814399999999	1.0	False	Mary's Ln, Dublin	cafe
36	Joe's Coffee	ChIJgZO_pIMOZ0gRYRxsjpF7iBs	cafe|food|point_of_interest|establishment	53.3481427	-6.262886300000001	2.0	False	Arnotts Middle Abbey St, North City, Dublin 1	cafe
37	Lemon Jelly Cafe	ChIJudDb4oIOZ0gRpSCnHHnLeJ0	cafe|restaurant|food|point_of_interest|store|establishment	53.3472023	-6.2654007	2.0	False	Millennium Walkway, North City, Dublin 1, D01 Y027	cafe
38	Cafe Crema	ChIJK7JgYoQOZ0gRg4cpkVlM_nU	cafe|food|point_of_interest|establishment	53.34836259999999	-6.2608684	1.0	False	Middle Abbey St, North City, Dublin, D01 W2X7	cafe
40	Butlers Chocolate Café, Jervis	ChIJCaAl-IIOZ0gR71EPARYpDQw	cafe|food|point_of_interest|store|establishment	53.3487313	-6.265536399999999	2.0	False	Unit 1B, Jervis Shopping Centre, Jervis St, North City, Dublin, D01 X2K7	cafe
41	O'Briens Cafe	ChIJtaidVIIOZ0gRgUNmSi-NnVQ	cafe|food|point_of_interest|establishment	53.3482472	-6.2656043	2.0		Jervis Street Shopping Centre, Jervis St, North City, Dublin 1	cafe
43	Fusciardi Cafe	ChIJxTbfz4UOZ0gR3ecGVeCbIlI	cafe|food|point_of_interest|store|establishment	53.3502871	-6.258039999999999	2.0	False	27 Marlborough St, North City, Dublin 1, D01 XT57	cafe
44	The Lotts Cafe Bar	ChIJ0XdmbYMOZ0gRzhQBeKi5pTU	cafe|bar|restaurant|food|point_of_interest|establishment	53.3473617	-6.263325	2.0	False	9 Liffey St. Lower, North City, Dublin, D01 E3F9	cafe
45	Muse Cafe	ChIJq6rqXYQOZ0gRYEUzlKzDPWo	cafe|food|point_of_interest|establishment	53.3483878	-6.2605501			Manfield Chambers, 44, 43 O'Connell Street Lower, North City, Dublin 1, D01 Y5Y3	cafe
46	Butlers Chocolate Café, Liffey Street	ChIJm2qEbIMOZ0gRJVHCvSwo8RM	cafe|food|point_of_interest|store|establishment	53.3470485	-6.2632048	2.0	False	4 Liffey St. Lower, North City, Dublin 1, D01 Y364	cafe
47	Panem Café & Bakery	ChIJKS0n3IIOZ0gRAHygqhaNdMM	cafe|restaurant|food|point_of_interest|establishment	53.34633909999999	-6.2655983	1.0	False	21/22 Ormond Quay Lower, North City, Dublin, DO1AE95	cafe
48	Ella's Heaven Cafe & Bakery	ChIJ45HhxMUPZ0gR9eb7PyN9AhU	cafe|food|point_of_interest|establishment	53.3502346	-6.256609800000001		False	95A Talbot St, North City, Dublin, D01 HR68	cafe
49	The Wooden Whisk	ChIJ2wLj7oUOZ0gRsyWmskIhbVA	cafe|food|point_of_interest|establishment	53.3502445	-6.256531499999999	2.0	False	94 Talbot St, North City, Dublin 1, D01 E2N3	cafe
50	Murphy’s Bistro Cafe	ChIJYWHFm4QOZ0gRA1G2btiLONk	cafe|food|point_of_interest|establishment	53.3472096	-6.2610836		False	22 Bachelors Walk, North City, Dublin 1, D01 V838	cafe
