	name	place_id	types	geometry.location.lat	geometry.location.lng	price_level	opening_hours.open_now	formatted_address	main_type
0	Out On The Liffey Limited	ChIJ5VZMKCQMZ0gREg_hDrV_yyk	bar|point_of_interest|establishment	53.3415075	-6.274602499999999				bar
1	The Liberty Belle	ChIJmxsUKSQMZ0gRBZ_rG6YXF-g	bar|point_of_interest|establishment	53.3415748	-6.274775900000001	2.0	True		bar
2	Anti Social Bar Dublin	ChIJjYGmiGQNZ0gRH6QjwHKJbzI	bar|point_of_interest|establishment	53.340647	-6.2746199	2.0	True		bar
3	The Beer Market	ChIJxcPaaiYMZ0gRhG83FdNnuVo	bar|restaurant|food|point_of_interest|establishment	53.34333110000001	-6.273384399999999	2.0	True		bar
4	The Green Lizard	ChIJ1z3X0yUMZ0gRaDWjoaXzSjY	bar|point_of_interest|establishment	53.3423146	-6.275251999999999				bar
5	Drop Dead Twice	ChIJ1z3X0yUMZ0gR5f_xHA3mCN0	meal_takeaway|bar|restaurant|food|point_of_interest|establishment	53.3423146	-6.275251999999999	2.0	True		bar
7	The Butchers Bar	ChIJncpVvicMZ0gR_-9cJTO1qsM	bar|restaurant|food|point_of_interest|establishment	53.34344669999999	-6.2698331				bar
8	The Dyflin Bar	ChIJFWVORycMZ0gR0Uy0Rl4LbpE	bar|point_of_interest|establishment	53.3408738	-6.2681755		True		bar
9	The Fourth Corner	ChIJPW6rSSEMZ0gRofTOkmhxBqA	bar|point_of_interest|establishment	53.3389186	-6.2723707	2.0	True		bar
10	"John Fallon's ""The Capstan Bar"""	ChIJyXlJUSEMZ0gRFZGIgoc7LZg	bar|point_of_interest|establishment	53.3389618	-6.2734176	1.0	True		bar
11	Darkey Kelly's	ChIJFYr86CcMZ0gRV0f-OELulf8	bar|restaurant|food|point_of_interest|establishment	53.3439551	-6.2699449	2.0	True		bar
12	The Clock	ChIJ8xsGvSUMZ0gRfdUFjf5SGoc	bar|point_of_interest|establishment	53.3430905	-6.276698000000001		True		bar
13	Tom Kennedy's Bar	ChIJkdDnuiUMZ0gRBQg0PN7Q0gA	bar|point_of_interest|establishment	53.34271399999999	-6.277260799999999	1.0	True		bar
14	Thomas House	ChIJr-OAviUMZ0gR6uYvoqMy6Bw	bar|restaurant|food|point_of_interest|establishment	53.34307339999999	-6.277024099999998	2.0	True		bar
15	Maldron Hotel Kevin Street	ChIJNSZOKZ4OZ0gRH7vFTHHtf2Y	lodging|bar|restaurant|food|point_of_interest|establishment	53.3382953	-6.272006500000001		True		bar
16	John's Bar & Haberdashery	ChIJjcfvz24NZ0gR7vS6l0XD59s	bar|point_of_interest|establishment	53.3426205	-6.2775255		True		bar
17	Lucky's	ChIJIYci_CQMZ0gRiHnICMdRXXY	bar|cafe|restaurant|food|point_of_interest|establishment	53.34157099999999	-6.2784649	2.0	True		bar
18	Emple Bar	ChIJf8le8ScMZ0gRyc7mwNZYJCc	bar|point_of_interest|establishment	53.3446094	-6.2686601		True		bar
19	The Snug	ChIJY4EZlJ0OZ0gRZxSbNZq0kSg	bar|point_of_interest|establishment	53.3414399	-6.2659939	1.0	True		bar
22	Capitol Lounge	ChIJ-TLVxRuQREgRGUNMEs5QZ-w	bar|restaurant|food|point_of_interest|establishment	53.3413702	-6.2652796		True	1 Aungier St, Dublin 2, D02 HF72	bar
23	Lundy Foot's, Bar & Restaurant Temple Bar	ChIJJ7hgKJYPZ0gRXK79fxx9SH0	bar|restaurant|food|point_of_interest|establishment	53.3449015	-6.2679554	2.0	True	Lundy Foot's Bar and Restaurant, Essex Gate, D2, Dublin	bar
24	Cafe Rubis Wine Bar	ChIJhT7UT50OZ0gRYlkrZza9gnY	bar|food|point_of_interest|establishment	53.3445979	-6.267234900000001		True	9 Parliament St, Temple Bar, Dublin 2, D02 K726	bar
25	Swan Bar	ChIJ0fTMC54OZ0gRf81MLNpo6rM	bar|restaurant|food|point_of_interest|establishment	53.3396583	-6.2656855	2.0	True	58 York St, Dublin, D02 RW67	bar
26	Porterhouse Temple Bar	ChIJISjK0PEMZ0gRZz3RsNSfxjQ	bar|restaurant|food|point_of_interest|establishment	53.3450877	-6.2674185	2.0	True	16-18 Parliament St, Temple Bar, Dublin 2, D02 VR94	bar
27	Roberta's Restaurant, Bar & Terrace	ChIJi9OsK4MOZ0gRBJgVXatL_8A	bar|restaurant|food|point_of_interest|establishment	53.34510299999999	-6.267157	3.0	True	1 Essex St E, Temple Bar, Dublin	bar
28	The Bar With No Name	ChIJi4OCsp0OZ0gRMPjSpf7T66c	bar|point_of_interest|establishment	53.3418974	-6.2641673	2.0	True	3 Fade St, Dublin	bar
29	Idlewild Bar	ChIJ4xjfrJ0OZ0gRVU-2wq_1VrI	bar|point_of_interest|establishment	53.34207869999999	-6.264131099999999	2.0	True	14 Fade St, Dublin 2, D02 HH33	bar
30	Bartley's Bar & Restaurant	ChIJZ0kli6kPZ0gRKbw43fUh0No	bar|point_of_interest|establishment	53.34112039999999	-6.2640698		True	31/32 Stephen Street Lower, Dublin 2, D02 WV05	bar
31	The Market Bar Restaurant	ChIJg1ZiTZwOZ0gRgiHsVb75STE	bar|restaurant|food|point_of_interest|establishment	53.3420615	-6.2640604	2.0	True	14A Fade St, Dublin 2	bar
32	The Liquor Rooms	ChIJY-HBs4IOZ0gR8Tzb0TWJx90	night_club|bar|point_of_interest|establishment	53.3453683	-6.2668329	2.0	True	6-8 Wellington Quay, Temple Bar, Dublin, D02 HT44	bar
34	The Globe - Late Bar 7 Nights A Week	ChIJcduJ4pwOZ0gRati0mqc8_dM	bar|point_of_interest|establishment	53.343325	-6.264257	2.0	True	11 South Great George's Street, Dublin, D02 V628	bar
35	Library Bar	ChIJBfP1_JwOZ0gROrshDI9WYNw	bar|restaurant|food|point_of_interest|establishment	53.3431053	-6.264126300000001	2.0	True	Exchequer St, Dublin 2, D02 E044	bar
36	Bad Bobs Temple Bar	ChIJnUe-NZ0OZ0gRcURhnZCniJE	night_club|bar|restaurant|food|point_of_interest|establishment	53.3450924	-6.265879399999999	2.0	True	35-37 Essex St E, Temple Bar, Dublin 2, D02 Y891	bar
37	Crowbar	ChIJwX4N1JwOZ0gRMOv65jyD8vQ	bar|point_of_interest|establishment	53.3449637	-6.2643206	2.0	True	2 Temple Ln S, Temple Bar, Dublin	bar
38	Trinity Bar & Venue	ChIJ6e3GRJ0OZ0gRutaWOjFlip0	bar|restaurant|food|point_of_interest|establishment	53.34433	-6.263612999999999	2.0	True	46-49 Dame St, Dublin Southside, Dublin, D02 X466	bar
39	Bar Rua	ChIJQQW4PpwOZ0gRaKHnYqr5rac	bar|restaurant|food|point_of_interest|establishment	53.3410729	-6.262369199999999	2.0	True	32 Clarendon St, Dublin 2, D02 HX66	bar
41	Anne's Bar & Hardware	ChIJkXPb9PQPZ0gRCtYE_it0W7Q	bar|point_of_interest|establishment	53.3452144	-6.2660502		True	10 Essex St E, Temple Bar, Dublin, D02 TF24	bar
43	Olesya's Wine Bar & Bistro	ChIJZ3HJ8JwOZ0gRgD20wWkiwvE	bar|restaurant|food|point_of_interest|store|establishment	53.3429662	-6.2631649	2.0	True	18 Exchequer St, Dublin 2, D02 EN26	bar
44	Harry's on the Green	ChIJnRXuLZwOZ0gRIL2I2Wh3j8U	bar|restaurant|food|point_of_interest|establishment	53.3403722	-6.2630183	2.0	True	2 King St S, Dublin, D02 FW59	bar
45	Fitzsimons Hotel Temple Bar	ChIJww8Q1IIOZ0gRtDK-tFjPNu4	bar|night_club|lodging|restaurant|food|point_of_interest|establishment	53.345581	-6.2651186		True	21/22 Wellington Quay, Temple Bar, Dublin	bar
46	4 Dame Lane	ChIJU7k9lZwOZ0gRzC8d16KpLVM	bar|point_of_interest|establishment	53.3437628	-6.262862699999999	2.0	True	4 Dame Ln, Dublin 2, D02 YD79	bar
47	Dakota	ChIJ5ylG9ZwOZ0gRUMjOMVhYuyw	bar|point_of_interest|establishment	53.34265860000001	-6.262323100000001	2.0	True	8/9 William St S, Dublin 2, D02 ND76	bar
48	Foggy Dew	ChIJPYCJw5wOZ0gRRLWGxxydvRY	bar|restaurant|food|point_of_interest|establishment	53.3445277	-6.2633765	2.0	True	1 Fownes Street Upper, Temple Bar, Dublin 2, D02 WP21	bar
49	The Temple Bar	ChIJR9mP8ScMZ0gRWDrL2dfqLBA	bar|restaurant|food|point_of_interest|establishment	53.34547420000001	-6.2641937	3.0	True	47-48, Temple Bar, Dublin 2, D02 N725	bar
50	the temple bar restaurant	ChIJZYEJUu0PZ0gRdBbEnnKoT8A	bar|point_of_interest|establishment	53.345513	-6.2640887		True	The Locksmiths, Temple Bar, Dublin 2	bar
51	The Bankers Bar	ChIJiTZhlZwOZ0gR1GiRj8Y6XFk	bar|point_of_interest|establishment	53.34399980000001	-6.262488299999999	2.0	True	Trinity St, Dublin, D02 A440	bar
52	The Sidecar	ChIJpRSzy7sPZ0gRb6rD-E-8oeE	bar|point_of_interest|establishment	53.341515	-6.261645800000001		True	The Westbury Hotel, Balfe St, Dublin	bar
53	La Caverna Restaurant and Wine Bar	ChIJWQO9y5wOZ0gRDUWJDEpAPoE	bar|restaurant|food|point_of_interest|establishment	53.3451351	-6.263310499999999	2.0	True	12 Fownes Street Upper, Temple Bar, Dublin 2, D02 PY51	bar
54	Sinnotts Bar	ChIJF_ZkH5wOZ0gRc9YMKcz01tE	bar|restaurant|food|point_of_interest|establishment	53.340136	-6.261584	2.0	True	King St S, Dublin	bar
55	Vintage Cocktail Club	ChIJJ5P3tZwOZ0gRul-DaLTh-jk	meal_takeaway|bar|restaurant|food|point_of_interest|establishment	53.3450546	-6.262910799999999	3.0	True	15 Crown Alley, Temple Bar, Dublin 2, D02 E229	bar
56	Bad Ass Cafe	ChIJYVcctZwOZ0gRJhEhp0WVviM	cafe|bar|restaurant|food|point_of_interest|establishment	53.3453472	-6.2629	2.0	True	9-11 Crown Alley, Temple Bar, Dublin	bar
57	The Old Storehouse Bar and Restaurant	ChIJiTBhtJwOZ0gRQVe4FWJj5Kg	bar|restaurant|food|point_of_interest|establishment	53.345176	-6.262646	2.0	True	3 Crown Alley, Temple Bar, Dublin, D02 CX67	bar
