	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	main_type
0	Children of Lir	ChIJb7TF3oAOZ0gRYONDZoVLbUI	park|point_of_interest|establishment	53.35361529999999	-6.264555999999998	False	park
1	Garden of Remembrance	ChIJCYaC2YYOZ0gRxFEZhvKYbOs	tourist_attraction|park|point_of_interest|establishment	53.3538817	-6.264142800000001	False	park
2	King's Inns Park	ChIJLy4MUSoMZ0gR0Jjy_l6qt-M	park|tourist_attraction|point_of_interest|establishment	53.3527746	-6.272498400000001	False	park
3	Playground	ChIJ774FSdUNZ0gRVfWM9bgQPUA	park|point_of_interest|establishment	53.3561575	-6.2722685	True	park
5	Blessington Street Park (The Basin)	ChIJm43iin8OZ0gRLrI61F2gxJg	park|tourist_attraction|point_of_interest|establishment	53.3572235	-6.271910699999999		park
6	Hardwicke Street Community Garden	ChIJBZts-H0OZ0gRBc8uGtxS1OM	park|point_of_interest|establishment	53.356595	-6.263198999999998	False	park
7	St Michan’s Park, Dublin	ChIJc2tQlCkMZ0gRUzCe796EepA	park|tourist_attraction|point_of_interest|establishment	53.3491835	-6.271209799999999		park
8	My Bike Or Hike	ChIJMz_je4IOZ0gRqV4u7NL5a88	park|point_of_interest|establishment	53.3481506	-6.268489400000001		park
9	Wolfe Tone Park	ChIJS1Y2WYIOZ0gRUPs1z27thV0	park|tourist_attraction|point_of_interest|establishment	53.34810280000001	-6.266701400000001	True	park
10	Garden of Eden	ChIJ9brPNSgMZ0gR9n5_8tdrhM0	park|point_of_interest|establishment	53.34737809999999	-6.270353899999999		park
11	Mountjoy Square Park	ChIJ3RikV30OZ0gRdGnOXe9xpAM	park|tourist_attraction|point_of_interest|establishment	53.3566348	-6.257447399999999	False	park
12	Great Western Square, Phibsboro	ChIJ0RA4aNQNZ0gRnQs9_zH7NPA	park|point_of_interest|establishment	53.3589626	-6.276808999999999		park
13	Diamond Park	ChIJl7iKN8cPZ0gREtaKF_ynX8Y	park|point_of_interest|establishment	53.35329859999999	-6.256005800000001	False	park
15	Chancery Park	ChIJl8wN9igMZ0gRRSiD9ZgTIzY	park|tourist_attraction|point_of_interest|establishment	53.3465867	-6.272191900000001	False	park
16	PASEO ZONA NORTE DUBLIN	ChIJ-7qXzMQPZ0gREeIfH5tZgbE	park|point_of_interest|establishment	53.356116	-6.2555931		park
17	Prebook Car Park	ChIJQ9ca0C0MZ0gRULU9CpOLJiY	park|point_of_interest|establishment	53.3504671	-6.280848300000001		park
19	North East Central Community Garden	ChIJ6UNYs4kOZ0gRcjX7-37UPI0	park|point_of_interest|establishment	53.3550116	-6.252879799999999		park
