	name	place_id	types	geometry.location.lat	geometry.location.lng	price_level	opening_hours.open_now	formatted_address	main_type
0	Chicken Hut	ChIJ-5h8iYQNZ0gR7q2GTELYiEY	meal_takeaway|restaurant|food|point_of_interest|establishment	53.33616720000001	-6.273519199999998				restaurant
1	Pizza Max Clanbrassil	ChIJLaXEKCIMZ0gRjwLr-0Io-_s	meal_delivery|meal_takeaway|restaurant|food|point_of_interest|establishment	53.33611130000001	-6.273575600000001	1.0	True		restaurant
2	Spice and Rice Dublin8	ChIJH9O2KCIMZ0gRmiWxlHYTQZs	restaurant|food|point_of_interest|establishment	53.33601959999999	-6.273570899999998	1.0	True		restaurant
3	Sushida Clanbrassil	ChIJNSy3KCIMZ0gRMQXYYvHGRkg	restaurant|food|point_of_interest|establishment	53.3359472	-6.273562099999999		True		restaurant
4	Olive Cafe	ChIJtR_q0CMMZ0gR9sCQuU5hk4U	restaurant|food|point_of_interest|establishment	53.3371162	-6.2743087	1.0			restaurant
5	Chicken Hut	ChIJRxEZJiIMZ0gRA0p2cwqxSHk	meal_takeaway|restaurant|food|point_of_interest|establishment	53.3363159	-6.2745623		True		restaurant
6	Maldron Hotel Kevin Street	ChIJNSZOKZ4OZ0gRH7vFTHHtf2Y	lodging|bar|restaurant|food|point_of_interest|establishment	53.3382953	-6.272006500000001		True		restaurant
7	حلاق نور دبلن	ChIJ72L2OEUNZ0gRoZb3ClgFP3Q	cafe|bar|restaurant|food|point_of_interest|establishment	53.3357876	-6.2746666		True		restaurant
8	Tenters Gastropub	ChIJabEBuCMMZ0gR7ckGGddkerM	bar|restaurant|food|point_of_interest|establishment	53.3372538	-6.275247500000001		True		restaurant
9	Pane e Panelle	ChIJXf025yAMZ0gRkY3oYhB8Dys	restaurant|food|point_of_interest|establishment	53.33812589999999	-6.269683		False		restaurant
10	Passion 4 Food	ChIJnbXIDSIMZ0gRIp4Cjykvv8c	restaurant|food|point_of_interest|establishment	53.33447690000001	-6.274236399999999		True		restaurant
11	D8 pizza	ChIJ9aRIM_INZ0gR9X9j9CU1LcQ	meal_takeaway|restaurant|food|point_of_interest|establishment	53.3344063	-6.274303800000001		True		restaurant
13	Bistro Takeaway	ChIJQ-vndSIMZ0gR2TqGniIe2d0	restaurant|meal_takeaway|food|point_of_interest|establishment	53.33421149999999	-6.274530899999999	1.0	True		restaurant
14	Roma Takeaway	ChIJe6te0JwNZ0gRBJc0EhobTS0	meal_takeaway|restaurant|food|point_of_interest|establishment	53.339315	-6.273886		True		restaurant
15	Multi Pizza Dublin	ChIJ5TjwCCQMZ0gRGnIhQ-gQ_HA	restaurant|food|point_of_interest|establishment	53.33932979999999	-6.2740493	1.0	True		restaurant
16	Bibi's Café	ChIJYShEUx8MZ0gRI7biKukUkBs	restaurant|food|point_of_interest|establishment	53.3335999	-6.272547500000001	2.0	False		restaurant
