	name	place_id	price_level	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	main_type
0	Circle K Cabra	ChIJG3EKvM4NZ0gRw_aRQzmp4NY	1.0	gas_station|convenience_store|food|point_of_interest|store|establishment	53.3612057	-6.291479	True	gas_station
1	Go Station	ChIJcaN6A-kNZ0gR-ck55h9l6nM		gas_station|point_of_interest|establishment	53.3603478	-6.2953021		gas_station
2	Circle K Glasnevin	ChIJeT84_dsNZ0gR9dtIKoNGMqY	1.0	gas_station|convenience_store|food|point_of_interest|store|establishment	53.3710917	-6.2810312	True	gas_station
3	Circle K Express Usher's Quay	ChIJfWFaZS8MZ0gRi-i4TadkgQs		gas_station|point_of_interest|establishment	53.3454438	-6.277832699999999	True	gas_station
