	name	place_id	types	geometry.location.lat	geometry.location.lng	price_level	opening_hours.open_now	formatted_address	main_type
0	Loreto College	ChIJG2_qpHAPZ0gR39sUMsV0SZg	school|point_of_interest|establishment	53.3403459	-6.2558102				school
1	Ag Eisteacht	ChIJ4VpwEZoOZ0gRXWI15_Dnc7M	school|point_of_interest|establishment	53.3406449	-6.255408499999999				school
2	Scholl of English	ChIJjay4BRUPZ0gRHKvGBB5puHA	school|point_of_interest|establishment	53.3396424	-6.258947099999999				school
3	Take the Steps Mindfulness Courses	ChIJT1F5zJkOZ0gRUBnLsOMGVm8	school|health|point_of_interest|establishment	53.337652	-6.253873099999999				school
4	Eblana Toastmasters International	ChIJBUjRMpoOZ0gRn_wfWHSVhj8	school|point_of_interest|establishment	53.3410562	-6.2560061				school
5	Escuela ingles	ChIJobbEXpkOZ0gRPX756NpOGDw	school|point_of_interest|establishment	53.340702	-6.257837599999999				school
6	Social Action .ie	ChIJAQBM0ZkOZ0gRskeOYU-q2PA	school|point_of_interest|establishment	53.3381447	-6.253065499999999				school
8	Loreto College, St. Stephen's Green	ChIJjXO-8JgOZ0gR1KHY3XocqDU	school|point_of_interest|establishment	53.3368286	-6.2563543				school
9	Dublin Barista School	ChIJazfx6JsOZ0gRwe8BBuzsBCA	cafe|food|school|point_of_interest|establishment	53.3409492	-6.2586983	1.0	False		school
10	The School of Jewellery Ireland	ChIJ04wGLssNZ0gR4LGLlJXAKng	school|point_of_interest|establishment	53.34095440000002	-6.258693200000001		False		school
11	The Starstruck Stage School Limited	ChIJH7tfJZgOZ0gROZIK4CKensc	school|point_of_interest|establishment	53.33671330000001	-6.253589299999999				school
12	Loreto gymnastics	ChIJTxheZ5gOZ0gRs9HVTUFM56s	school|point_of_interest|establishment	53.33626690000001	-6.255124699999999				school
13	apollo 2019	ChIJAbOaH0EPZ0gRWufMZLawa_8	school|point_of_interest|establishment	53.34193719999999	-6.254483899999998				school
14	Simply Music Lessons	ChIJU_Bj9JIOZ0gR_iyJykw2JZs	electronics_store|home_goods_store|school|point_of_interest|store|establishment	53.337427	-6.251805399999999		True		school
15	Piano Lessons & Keyboard Lessons	ChIJjSua5JEOZ0gRFvkb0GGGf3E	electronics_store|home_goods_store|school|point_of_interest|store|establishment	53.337339	-6.251879000000001		True		school
