	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	main_type
0	St. Anne's Road Pocket Park	ChIJ2QtbQHsOZ0gRxGrsqNhEIEQ	park|point_of_interest|establishment	53.36297629999999	-6.258832899999999	True	park
1	Our Lady's Park	ChIJWyO4eG8OZ0gRjw07n_tfyaA	park|point_of_interest|establishment	53.3677784	-6.255764		park
2	Dublin Tree Services	ChIJeZRwJ28OZ0gRAQIWUI3yZTM	park|point_of_interest|establishment	53.3701212	-6.2539021	True	park
3	Mountjoy Square Park	ChIJ3RikV30OZ0gRdGnOXe9xpAM	park|tourist_attraction|point_of_interest|establishment	53.3566348	-6.257447399999999	False	park
5	Griffith Park	ChIJ5XlVj3EOZ0gRXR3D8kAk91A	park|tourist_attraction|point_of_interest|establishment	53.3700847	-6.2622486	False	park
6	PASEO ZONA NORTE DUBLIN	ChIJ-7qXzMQPZ0gREeIfH5tZgbE	park|point_of_interest|establishment	53.356116	-6.2555931		park
7	Hardwicke Street Community Garden	ChIJBZts-H0OZ0gRBc8uGtxS1OM	park|point_of_interest|establishment	53.356595	-6.263198999999998	False	park
8	North East Central Community Garden	ChIJ6UNYs4kOZ0gRcjX7-37UPI0	park|point_of_interest|establishment	53.3550116	-6.252879799999999		park
9	Royal Canal Way Start	ChIJFxHlRdUPZ0gRXxe6-F8zyiE	park|point_of_interest|establishment	53.3564953	-6.244602400000001		park
10	Home Statue	ChIJLf59gYkOZ0gRa5BkVjIzB_k	park|point_of_interest|establishment	53.35435869999999	-6.249717699999999		park
12	NORTH STRAND GERMAN AIR RAID MEMORIAL	ChIJI3Z49IoOZ0gRUT9rwETvOWA	park|point_of_interest|establishment	53.355534	-6.2455939		park
13	Diamond Park	ChIJl7iKN8cPZ0gREtaKF_ynX8Y	park|point_of_interest|establishment	53.35329859999999	-6.256005800000001	False	park
14	Billie Barry Park	ChIJPfnukVwOZ0gROclkSGAM8-A	park|point_of_interest|establishment	53.3662864	-6.239192099999999		park
15	Garden of Remembrance	ChIJCYaC2YYOZ0gRxFEZhvKYbOs	tourist_attraction|park|point_of_interest|establishment	53.3538817	-6.264142800000001	False	park
16	Prospect Square	ChIJlbWRSnYOZ0gRiBUjFuw8uTU	park|point_of_interest|establishment	53.3693728	-6.2719894		park
17	Children of Lir	ChIJb7TF3oAOZ0gRYONDZoVLbUI	park|point_of_interest|establishment	53.35361529999999	-6.264555999999998	False	park
18	Blessington Street Park (The Basin)	ChIJm43iin8OZ0gRLrI61F2gxJg	park|tourist_attraction|point_of_interest|establishment	53.3572235	-6.271910699999999		park
19	Na Fianna, St Vincents School	ChIJD_zjEdgNZ0gRldHUTAV5WyY	park|point_of_interest|establishment	53.3673761	-6.274264899999999		park
