	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	main_type
0	GLANTOÍRÍ CAR WASH	ChIJu2Q-jo8NZ0gR2qHZBAI7I4s	car_wash|point_of_interest|establishment	53.3398426	-6.286166499999999	False	car_wash
1	Auto Spa	ChIJdZLAl0cMZ0gRdC0oe4oaZ-g	car_wash|point_of_interest|establishment	53.3416082	-6.297224399999999		car_wash
2	Jet Crystal Car Wash St Stephen's Green Shopping Centre	ChIJ36dG82kPZ0gRZtJ8wN5_yig	car_wash|point_of_interest|establishment	53.3398747	-6.263785100000001	False	car_wash
3	Samba Car Wash	ChIJKSVkxzIMZ0gRMKsjNMpBt_s	car_wash|point_of_interest|establishment	53.3540349	-6.286122499999999		car_wash
4	Express Car Wash Drury Street	ChIJnxUD95wOZ0gRr0HVphQ-wmU	car_wash|point_of_interest|establishment	53.3416684	-6.263882299999999	False	car_wash
5	Crystal Valet - St Stephens Green	ChIJUTQv5l0PZ0gRRFPQSpoPIlA	car_wash|parking|point_of_interest|establishment	53.3398649	-6.2632316	False	car_wash
6	Crystal Clean	ChIJ5SF_U4IOZ0gREDm_okGiqXU	car_wash|point_of_interest|establishment	53.3472142	-6.2664431	False	car_wash
7	Crystal Valet - RCSI St. Stephens Green	ChIJj7qjKZwOZ0gRnq7TbSnpWwE	car_wash|parking|point_of_interest|establishment	53.3392862	-6.262435899999999	False	car_wash
8	Car Park Jervis Street | APCOA	ChIJtRUY8IIOZ0gRsMvOXLA6FHo	car_wash|parking|point_of_interest|establishment	53.3472386	-6.2661928	True	car_wash
9	Crystal Valet - Jervis Street	ChIJNTgcEOYPZ0gRGIlESmxinC4	car_wash|parking|point_of_interest|establishment	53.3473033	-6.266194200000001	False	car_wash
10	Provalet Dublin	ChIJI4Zb4MUPZ0gRO7eBTtofco0	car_wash|point_of_interest|establishment	53.3473878	-6.2661279		car_wash
11	Shine On Car Wash	ChIJXzDNtDIMZ0gRpTUzE029PiM	car_wash|point_of_interest|establishment	53.3549394	-6.2871101		car_wash
12	Polycar Ireland	ChIJLVsLdg4MZ0gRls68OuvLaC0	car_wash|car_repair|point_of_interest|establishment	53.3550821	-6.286261000000001	False	car_wash
13	Car Wash Jervis Shopping Centre Car Park level 2	ChIJ1enAVIwPZ0gRuWNz4jklbjY	car_wash|point_of_interest|establishment	53.34800609999999	-6.266233199999999	False	car_wash
14	Crystal Valet - Trinity Street Dublin 2	ChIJeRgmJ0EPZ0gRmPVT8U_srNs	car_wash|parking|point_of_interest|establishment	53.34382179999999	-6.262444699999999	False	car_wash
15	Eco Car Wash	ChIJW_mMAoIOZ0gREDv76fvu_3o	car_wash|point_of_interest|establishment	53.35038230000001	-6.268763900000001	False	car_wash
16	Car valeting Crystalvalet Stephen's green	ChIJN9xxE80PZ0gRmgR84u8FBck	car_wash|point_of_interest|establishment	53.3439	-6.262027499999999		car_wash
17	Saram Car Wash	ChIJaaZbY-UNZ0gR-KSoN_tSIDU	car_wash|point_of_interest|establishment	53.35642790000001	-6.2871392	False	car_wash
18	Graham Walker Cars	ChIJhX4N2g8MZ0gRyf3SeVCe45o	car_wash|car_dealer|car_repair|point_of_interest|store|establishment	53.322428	-6.279617000000001	False	car_wash
