	name	place_id	price_level	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	main_type
0	Meaghers Pub	ChIJuwZNdV4OZ0gRoN0PGndWTTc	1.0	bar|point_of_interest|establishment	53.3626813	-6.2422983	True		bar
1	Clonliffe House	ChIJgdmzPV4OZ0gR4UE58JF8vUU	1.0	bar|point_of_interest|establishment	53.3611618	-6.2426326	False		bar
2	The Ref Pub	ChIJudAoYWAOZ0gRClsW6uti6bw		bar|point_of_interest|establishment	53.3595303	-6.2449448	False		bar
5	Gaffney's Pub	ChIJsTGQ4FsOZ0gRhhQjPmuk4Y4	1.0	bar|point_of_interest|establishment	53.36300899999999	-6.236493999999999	False		bar
6	Annesley House	ChIJYQE6r18OZ0gRRuyl379FmsI	1.0	bar|point_of_interest|establishment	53.3596391	-6.2403202	False		bar
7	BRÚ House Dublin 3	ChIJh1vc5lsOZ0gROeYrX62FUMI	2.0	bar|restaurant|food|point_of_interest|establishment	53.3634324	-6.235792999999999	False		bar
8	Cusack's	ChIJuYJO-V8OZ0gRDJFcwOPZre0	1.0	bar|point_of_interest|establishment	53.3575154	-6.242467300000001	False		bar
13	Casa Guga e Ingrid	ChIJGYVTzB0PZ0gRP7muYuTBpH0		bar|point_of_interest|establishment	53.3563522	-6.247307699999999	False		bar
14	Kennedy's Pub	ChIJG8EEgmUOZ0gReYo-J3rrYOE	2.0	bar|point_of_interest|establishment	53.3670578	-6.255691700000001	True		bar
15	James Gill's Corner House	ChIJv2MB8WIOZ0gRnW80d7cmxTw	2.0	bar|point_of_interest|establishment	53.35846	-6.254273899999999	False		bar
16	Fagans Bar and Restaurant	ChIJpZdmgG8OZ0gR7OW8JsyWphY	2.0	bar|restaurant|food|point_of_interest|establishment	53.36745519999999	-6.2559441	False		bar
17	Millmount house	ChIJk6TrEm8OZ0gRYSdCXX7nXAI	1.0	bar|restaurant|food|point_of_interest|establishment	53.3688827	-6.255112599999999	False		bar
