	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	price_level	main_type
0	thelollipoptree	ChIJBaEBcmAOZ0gRJt8cjcpopQ4	clothing_store|point_of_interest|store|establishment	53.3588542	-6.244087				clothing_store
1	Wilde Vintage Dublin	ChIJN2y0dzoPZ0gRWoM-4YB9s1s	home_goods_store|point_of_interest|clothing_store|store|establishment	53.3635987	-6.243418500000002	False			clothing_store
2	The Bridal Boutique Fairview	ChIJYeQ3nV4OZ0gR_KTVhWbwJVo	point_of_interest|clothing_store|store|establishment	53.3627006	-6.239905500000001	False			clothing_store
3	VIP KILTS	ChIJ9QuG1KMPZ0gRfE2lszNPLok	point_of_interest|clothing_store|store|establishment	53.36374780000001	-6.2407477	False			clothing_store
4	Hotline Ladies Fashions	ChIJOboMIFwOZ0gRHUDeYIHjmcc	clothing_store|point_of_interest|store|establishment	53.3628764	-6.2389772				clothing_store
5	NCBI Charity Shop Fairview	ChIJy10isl4OZ0gR42vx_kEglT4	point_of_interest|clothing_store|store|establishment	53.36223940000001	-6.237393599999999	False			clothing_store
6	SimplySexy Luxury Lingerie	ChIJx0IwrF4OZ0gRF6YIZxZPzU4	point_of_interest|clothing_store|store|establishment	53.3624659	-6.2374459	False			clothing_store
7	Julie Dillon Knitwear	ChIJ52QCbPUOZ0gRUBZxU5RT7sk	store|point_of_interest|clothing_store|establishment	53.35635509999999	-6.2404663				clothing_store
8	weighnpay vintage kilosale	ChIJ3Yd5t-gPZ0gRtyHvOB8unGk	clothing_store|point_of_interest|store|establishment	53.355962	-6.2417492	True			clothing_store
9	The T-Shirt Company	ChIJYTAEOPUOZ0gR7-tP7ATEuTw	point_of_interest|clothing_store|store|establishment	53.355962	-6.2417492	False			clothing_store
10	Jade Design	ChIJK5ZJ3g4PZ0gRbtzBWSVKl0o	clothing_store|point_of_interest|store|establishment	53.3664965	-6.2463307	False			clothing_store
11	Love Suits	ChIJ37YZzlsOZ0gRfARsOMIZkuA	point_of_interest|clothing_store|store|establishment	53.36349629999999	-6.2348646	False			clothing_store
12	Five Lamps, Sue Ryder Foundation	ChIJDbnLW4oOZ0gRJhvavVDI9mU	clothing_store|point_of_interest|store|establishment	53.3552039	-6.2464849	False			clothing_store
13	Jfld Fashions Limited	ChIJub7AOVoOZ0gRVkODDc_nztc	clothing_store|point_of_interest|store|establishment	53.36428779999999	-6.232989099999999				clothing_store
14	Geox Shoes Online	ChIJK92uUkMOZ0gRI_w6B0JMvpo	point_of_interest|clothing_store|store|establishment	53.36829049999999	-6.239246599999999	False			clothing_store
15	Lynch's of Marino	ChIJBWNBTUMOZ0gR1PIJR8T6azk	point_of_interest|clothing_store|store|establishment	53.36829049999999	-6.239246599999999	False			clothing_store
16	The Funky Skunk	ChIJn3Wy24sOZ0gRFht2h8Ulmj8	store|health|point_of_interest|clothing_store|establishment	53.3534544	-6.2482943	False			clothing_store
17	quack + dirk	ChIJ08-KPoQOZ0gRxtHQza2Sdy8	point_of_interest|clothing_store|store|establishment	53.3645062	-6.230500799999999	False			clothing_store
18	Akaby Art Ltd	ChIJlWgTHJUPZ0gRgwg3fbSSUS0	clothing_store|point_of_interest|store|establishment	53.3562859	-6.255796300000001				clothing_store
19	Boru Clothing Co.	ChIJR43ofrYPZ0gRAdykYqPZIG4	point_of_interest|clothing_store|store|establishment	53.3634284	-6.2582983	False			clothing_store
20	Jim Markey Mans Shop	ChIJDRBzgGUOZ0gRAWnGy88ufxM	point_of_interest|clothing_store|store|establishment	53.3673739	-6.2556552	False	144 Drumcondra Rd Lower, Botanic, Dublin, D09 H5X6		clothing_store
21	Dunnes Stores	ChIJrZM7OoQOZ0gRao7QUfE4EPU	grocery_or_supermarket|supermarket|food|point_of_interest|clothing_store|store|establishment	53.3500792	-6.2591357	False	23/24 N Earl St, North City, Dublin 1, D01 RD73		clothing_store
22	Renaissance Boutique Clontarf	ChIJcSorjFQOZ0gRoLWenHnTN1I	point_of_interest|clothing_store|store|establishment	53.3626284	-6.217976699999999	False	59-60 Clontarf Rd, Clontarf, Dublin 3, D03 C2X0		clothing_store
23	Diesel Henry Street	ChIJN9WZDYQOZ0gRHcrQfxw5hTY	clothing_store|point_of_interest|store|establishment	53.3496961	-6.2614829	False	38 Henry St, North City, Dublin 1, D01 HW72		clothing_store
24	ZARA	ChIJpwMWsoMOZ0gReQ7MiGGFatg	clothing_store|point_of_interest|store|establishment	53.34949169999999	-6.2619805	False	46-47 Henry St, North City, Dublin, D01 XR79	2.0	clothing_store
25	FatFace Dublin	ChIJHxvSCoQOZ0gRg44iiWnL_YM	clothing_store|point_of_interest|store|establishment	53.3495711	-6.262271699999999	False	45 Henry St, North City, Dublin, D01 E9X8	2.0	clothing_store
26	Penneys	ChIJK-8LZoQOZ0gRF6bUtyiSw_4	clothing_store|point_of_interest|store|establishment	53.3487965	-6.2608603	False	39 O'Connell Street Upper, North City, Dublin, D01 PY90	1.0	clothing_store
