	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	price_level	main_type
0	Irish Wedding Packages	ChIJ97JCApEOZ0gRj1jCZ7EU-9Q	florist|point_of_interest|clothing_store|store|establishment	53.3427433	-6.2499964	False			clothing_store
1	Taboo Graphix	ChIJW_RhUgkPZ0gR-QOwXtoGOwc	point_of_interest|clothing_store|store|establishment	53.3460525	-6.254439299999999	False			clothing_store
2	Reads Design & Print	ChIJW7ovRpoOZ0gRqNB8QR-9icw	point_of_interest|clothing_store|store|establishment	53.3417777	-6.255839600000001	False			clothing_store
3	Trinity Woollen Mills	ChIJj5neVJoOZ0gR_sGlgAMJwDI	clothing_store|point_of_interest|store|establishment	53.34268839999999	-6.257117499999999	False			clothing_store
4	Kevin & Howlin	ChIJKTOsq5sOZ0gR0cMgJ_-jax0	clothing_store|point_of_interest|store|establishment	53.3427988	-6.2576034	False			clothing_store
5	Sweater Shop	ChIJZ-oFHZ4wXUgRCSXGC2f0pQw	clothing_store|point_of_interest|store|establishment	53.3427988	-6.2576034	False			clothing_store
6	Maire Forkin Designs - 30 Molesworth Street, Dublin DO2 AY19	ChIJBw-V9pcOZ0gRZCzVCncxpvI	point_of_interest|clothing_store|store|establishment	53.34087299999999	-6.2562319	False			clothing_store
7	The Orange Collection	ChIJ2atgLZoOZ0gRJJCrsgiHeeU	real_estate_agency|point_of_interest|clothing_store|store|establishment	53.3409205	-6.2566367				clothing_store
8	Jen Kelly Design	ChIJW420zZsOZ0gRZr1aC3xcn1M	clothing_store|point_of_interest|store|establishment	53.3410232	-6.2570731	False			clothing_store
10	Aran Sweater Market	ChIJRZ0Na5sOZ0gRg80zSFOYBsw	clothing_store|point_of_interest|store|establishment	53.34393919999999	-6.259364199999999	True			clothing_store
11	Lucy Nagle	ChIJq6pXdJsOZ0gRFX833GuJ2uI	clothing_store|point_of_interest|store|establishment	53.34303669999999	-6.259222499999999				clothing_store
12	LUSH Grafton Street	ChIJ_2kEa5sOZ0gR6yHl8h4dLLs	point_of_interest|clothing_store|store|establishment	53.3440003	-6.259411399999999	False			clothing_store
13	Barnardo	ChIJRSEuOJsOZ0gR7rgiIUGH3fU	clothing_store|point_of_interest|store|establishment	53.3434544	-6.259522800000001	False			clothing_store
14	Pursuit Dublin Menswear	ChIJ8bU9vpsOZ0gRkYBYkDYJ0Uw	point_of_interest|clothing_store|store|establishment	53.3417521	-6.2586184	False			clothing_store
16	Dubarry of Ireland	ChIJQXhxQpsOZ0gRDN7VrkQKPes	shoe_store|point_of_interest|clothing_store|store|establishment	53.34418909999999	-6.259832599999999	False			clothing_store
17	Estee Lauder	ChIJcxtLm5sOZ0gRYpe7DgZLJFw	point_of_interest|clothing_store|store|establishment	53.3425166	-6.2594507	True			clothing_store
18	Tommy Hilfiger	ChIJuXaBm5sOZ0gR_kyvrldwmA0	shoe_store|point_of_interest|clothing_store|store|establishment	53.3424524	-6.259421400000001	False			clothing_store
19	The Aran Store	ChIJ_XacbSMPZ0gRfzjcfvK45Wc	clothing_store|point_of_interest|store|establishment	53.3433004	-6.2597836	True			clothing_store
20	River Island	ChIJSSnEdpsOZ0gR0wHM8D4JgpA	clothing_store|point_of_interest|store|establishment	53.34305639999999	-6.2597176	True	102-103 Grafton Street, Dublin 2, D02 KV79	2.0	clothing_store
21	Superdry	ChIJk74eZZsOZ0gRHX1ZK6eXPIU	clothing_store|point_of_interest|store|establishment	53.3436804	-6.2600718	True	6-10 Suffolk St, Dublin, D02 X854	3.0	clothing_store
22	L.K.Bennett - Brown Thomas	ChIJ--qpRbUPZ0gRShwRIN4naeA	shoe_store|point_of_interest|clothing_store|store|establishment	53.3423914	-6.259914699999999	True	88 - 95 Grafton Street, Dublin, D02 VF65	3.0	clothing_store
23	Gucci	ChIJkaeghJsOZ0gRH3FhiyZ3xbc	jewelry_store|point_of_interest|clothing_store|store|establishment	53.3423914	-6.259914699999999	True	88-95, Brown Thomas, Grafton Street, Dublin		clothing_store
24	EILEEN FISHER	ChIJhR_BotIPZ0gR8ODNxeXxQeI	clothing_store|shoe_store|home_goods_store|point_of_interest|store|establishment	53.3423914	-6.259914699999999		88-95 Grafton Street, Dublin, D02 VF65		clothing_store
25	& Other Stories	ChIJDeGPi5sOZ0gRRIvihe7x654	clothing_store|point_of_interest|store|establishment	53.3416518	-6.260041999999999	True	26-27 Grafton Street, Dublin, D02 HH24		clothing_store
26	H&M	ChIJh8MQoJwOZ0gRjLo8r6yIHek	clothing_store|point_of_interest|store|establishment	53.344137	-6.261118	False	24-27 College Green, Dublin, D02 E198	1.0	clothing_store
27	Genius Clothing and Footwear	ChIJYYlV1hJJXEgRDaqIpdPVim4	shoe_store|point_of_interest|clothing_store|store|establishment	53.3422919	-6.261415899999999	False	6a, Powerscourt Townhouse Centre, Clarendon Street, Dublin		clothing_store
28	French Connection	ChIJY4aVXZwOZ0gRDS42VfQs57s	clothing_store|point_of_interest|store|establishment	53.342158	-6.2614071	False	Powerscourt Townhouse Centre, 59 William St S, Dublin 2	3.0	clothing_store
