	name	place_id	price_level	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	main_type
0	Tesco Express	ChIJscMm1ZMOZ0gRyqs3vqYkDu0	1.0	supermarket|convenience_store|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3434395	-6.246670000000001	True		supermarket
1	EUROSPAR	ChIJT55pcpIOZ0gR4nGUftk1-IM		supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.345266	-6.246364199999999	True		supermarket
2	Fresh The Good Food Market Grand Canal	ChIJQ4PIIO0OZ0gR6iMqOzXSzvk		supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.343427	-6.2388024	True		supermarket
3	Marks and Spencer	ChIJ1RqODo0OZ0gR2wQxWR7VjAc	2.0	supermarket|department_store|convenience_store|grocery_or_supermarket|food|point_of_interest|clothing_store|store|establishment	53.3489101	-6.2437814	False		supermarket
4	Fresh The Good Food Market IFSC	ChIJF76vII0OZ0gRtS-k3zS1J_c		supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.34909869999999	-6.242345899999999	True		supermarket
5	EuroSpar Barrow Street	ChIJZcVvcusOZ0gRZfJBnSWzXBo		grocery_or_supermarket|supermarket|food|point_of_interest|store|establishment	53.3401936	-6.236322399999999	True		supermarket
6	Fresh The Good Good Market	ChIJBRHClGQPZ0gRB52ywm8D75Y		supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3453732	-6.231170199999999	False		supermarket
7	Tesco Express	ChIJhS13gpcOZ0gRhpCkDrzCYos	1.0	supermarket|convenience_store|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3379528	-6.2517327	True		supermarket
8	K&A Stores	ChIJPxkiXYsOZ0gRBtBBogMCXIo		supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3523922	-6.2433511	True		supermarket
9	Spar Castleforbes	ChIJceX4pPEOZ0gRqfwhODCQ0u4	1.0	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.34910559999999	-6.2317182	True		supermarket
10	Iceland Talbot St	ChIJlRIXK48OZ0gRjIp2fvJvIcM	1.0	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.35122529999999	-6.252352699999999	True		supermarket
11	Kane/McCartney's SuperValu Talbot Street	ChIJgcas1Y4OZ0gRqdVoyUeYksQ	2.0	supermarket|bakery|grocery_or_supermarket|liquor_store|food|point_of_interest|store|establishment	53.3511749	-6.252636399999999	True		supermarket
12	Gala Castleforbes Square	ChIJcbhvo2kPZ0gR-oHgSajBp_c		supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.34988629999999	-6.231702100000001	True		supermarket
13	Marks and Spencer	ChIJERvGmpsOZ0gR2DQz5W_YgYw	2.0	supermarket|department_store|convenience_store|grocery_or_supermarket|food|point_of_interest|clothing_store|store|establishment	53.3422196	-6.2594935	True		supermarket
14	Tesco Express	ChIJaead-oUOZ0gRRvJjt3a74BA	1.0	supermarket|convenience_store|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3505988	-6.256116	True		supermarket
15	Tesco Express	ChIJqyBus4QOZ0gRLuu_eTQNEaU	1.0	supermarket|convenience_store|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3456365	-6.2602235	True		supermarket
16	SuperValu Aston Quay	ChIJWe1KDYUPZ0gRg6WT84RQNxE		supermarket|bakery|grocery_or_supermarket|liquor_store|food|point_of_interest|store|establishment	53.346482	-6.260373700000001	True		supermarket
17	Tesco Metro	ChIJLbFrZb4OZ0gRNape4aCAlJw	1.0	supermarket|convenience_store|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3335004	-6.243544099999999	True		supermarket
18	Tesco Express	ChIJV_m2sOgOZ0gRbMDAqVMwcq4	1.0	supermarket|convenience_store|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3411905	-6.226292300000001	True		supermarket
19	Londis Grafton Street	ChIJHZotApwOZ0gRzJ-qN_8FmrI	2.0	supermarket|grocery_or_supermarket|food|point_of_interest|store|establishment	53.34021869999999	-6.260590799999999	True		supermarket
20	Tesco Express	ChIJJ5CUopwOZ0gRc8XUJDFf8jQ	1.0	supermarket|convenience_store|grocery_or_supermarket|food|point_of_interest|store|establishment	53.3441575	-6.2617496	True	College Green, CO, Dublin	supermarket
21	Dunnes Stores	ChIJrZM7OoQOZ0gRao7QUfE4EPU		grocery_or_supermarket|supermarket|food|point_of_interest|clothing_store|store|establishment	53.3500792	-6.2591357	True	23/24 N Earl St, North City, Dublin 1, D01 RD73	supermarket
22	Dunnes Stores	ChIJOUo5_pwOZ0gRibZN5AxpImw		grocery_or_supermarket|supermarket|food|point_of_interest|store|establishment	53.3429748	-6.2636946	True	19-20 South Great George's Street, Dublin 2, D02 FN76	supermarket
