	name	place_id	types	geometry.location.lat	geometry.location.lng	price_level	opening_hours.open_now	formatted_address	main_type
0	Mount Street Pub Limited	ChIJp7pXOpQOZ0gRyUCEP9DeGHI	bar|point_of_interest|establishment	53.33899539999999	-6.2446597				bar
1	McGrattans Pub	ChIJa_8FcpcOZ0gRzPt8JiODYhc	bar|restaurant|food|point_of_interest|establishment	53.3385119	-6.2513136	2.0	True		bar
2	L'Enoteca di Napoli Wine bar & Restaurant	ChIJzWfYRZEOZ0gRpVS4EBuhpMw	bar|restaurant|food|point_of_interest|establishment	53.3412984	-6.2468266	2.0	False		bar
3	The Square Ball	ChIJIXTsCZQOZ0gR6s1qQEruDus	meal_takeaway|bar|restaurant|food|point_of_interest|establishment	53.34085399999999	-6.2448584	2.0	True		bar
4	The Carriage @ The Alex Hotel	ChIJ-yfr-b4PZ0gRemgRBZkEb2w	restaurant|bar|food|point_of_interest|establishment	53.3418512	-6.249085399999998		True		bar
5	The Alex Hotel Dublin	ChIJk3HWIpEOZ0gRWo1hVs9HRG4	lodging|bar|restaurant|food|point_of_interest|establishment	53.3418512	-6.249085399999998		True		bar
6	O'Connor's of Mount Street	ChIJ519VTJQOZ0gRywHdgjGR_KM	bar|restaurant|food|point_of_interest|establishment	53.3383386	-6.243050299999998	2.0	True		bar
7	The Davenport Hotel	ChIJ0VwTxZAOZ0gRS0QnGUR8TdE	cafe|lodging|bar|restaurant|food|point_of_interest|establishment	53.3416667	-6.250027499999999		True		bar
9	The Mont Hotel	ChIJJ65VLDoPZ0gRsiY_paOiFXM	lodging|bar|restaurant|food|gym|health|point_of_interest|establishment	53.3415078	-6.250705900000001		True		bar
10	The Ginger Man	ChIJHcGRIZEOZ0gR26u5wKDjMsM	bar|restaurant|food|point_of_interest|establishment	53.341896	-6.249549999999999	2.0	True		bar
11	Toners	ChIJR1zDf5cOZ0gRmIywC_s8buc	bar|restaurant|food|point_of_interest|establishment	53.3377566	-6.2524254	2.0	True		bar
12	Doheny & Nesbitt	ChIJR1zDf5cOZ0gR5CT7Xyk8ERQ	bar|point_of_interest|establishment	53.33805	-6.252831	2.0	True		bar
13	Xico	ChIJJaxy1ZkOZ0gRtHrmH0jiAsE	night_club|bar|restaurant|food|point_of_interest|establishment	53.3378354	-6.2527011	2.0	False		bar
14	Brookwood Dublin	ChIJDRwo1ZkOZ0gRq8u5FHWjZiU	bar|restaurant|food|point_of_interest|establishment	53.33782419999999	-6.252711999999999	3.0	True		bar
16	FLAMING PIG	ChIJVVXpj5MOZ0gRuCuHUqcn-ho	bar|point_of_interest|establishment	53.34155029999999	-6.243798799999999				bar
17	Becky Morgan's	ChIJ66sLi5QOZ0gRFdHjCb9yhiw	bar|point_of_interest|establishment	53.33970889999999	-6.242079099999999	1.0	True		bar
18	Kennedy's Pub & Restaurant	ChIJQ1k55pAOZ0gRvHhymPkdAr8	bar|restaurant|food|point_of_interest|establishment	53.3421354	-6.250708399999999	2.0	True		bar
19	Reilly's Bar	ChIJrcMHz5kOZ0gR7JRzccyEgiI	bar|point_of_interest|establishment	53.3383111	-6.25365	2.0	True		bar
20	Foley's Bar	ChIJ9Uq2zpkOZ0gR3bM6S_o6jnw	bar|restaurant|food|point_of_interest|establishment	53.3383196	-6.2537644	2.0	True	1 Merrion Row, Dublin 2, D02 HY07	bar
21	ELY WINE BAR	ChIJyTu-y5kOZ0gRUelDcBDtWMY	bar|food|point_of_interest|establishment	53.337932	-6.2539824	2.0	True	22 Ely Pl, Dublin 2, D02 AH73	bar
22	The Lincoln's Inn	ChIJ7ZxB65AOZ0gRWW0F1ahPfGY	bar|restaurant|food|point_of_interest|establishment	53.342039	-6.252503	2.0	True	19 Lincoln Pl, Dublin	bar
25	No. 27 The Shelbourne Bar	ChIJwamzCpkOZ0gRpMSA6KpPiuc	night_club|bar|restaurant|food|point_of_interest|establishment	53.3390947	-6.2562752		True	27 St Stephen's Green, Dublin	bar
26	The 51 Bar	ChIJSaeGO74OZ0gR8KZQ7o45K38	bar|restaurant|food|point_of_interest|establishment	53.3346672	-6.242479299999999	2.0	True	51 Haddington Rd, Dublin 4, D04 FD83	bar
27	Bobby's Wine Bar	ChIJO0CjIEQPZ0gR_7XKNp4JaPg	bar|food|point_of_interest|establishment	53.3334938	-6.244682699999999		True	17 Baggot Street Upper, Ballsbridge, Dublin 4, D04 V4P5	bar
28	Canal Express Café & Bar	ChIJ__8v2uoOZ0gRAp6gDNwsw_o	cafe|bar|restaurant|food|point_of_interest|establishment	53.3381161	-6.237440899999999		True	4 Grand Canal Street Upper, Dublin	bar
29	Gasworks Bar	ChIJ9w8v5uoOZ0gR0TxMt7V-cRU	bar|restaurant|food|point_of_interest|establishment	53.3380541	-6.237431399999999	2.0	True	Grand Canal Street Upper, Dublin	bar
30	The Waterloo Bar	ChIJ6f-aZL4OZ0gR9zkuZHKOw3g	bar|point_of_interest|establishment	53.3333583	-6.2432583	2.0	True	36 Baggot Street Upper, Dublin 4, D04 R6Y6	bar
32	Cafe Bar H	ChIJAUe90OwOZ0gRaXj9fSiDj3M	restaurant|cafe|bar|food|point_of_interest|establishment	53.34350250000001	-6.2388035	2.0	True	1 Grand Canal Square, Grand Canal Dock, Dublin, D02 TP60	bar
33	Zozimus Bar	ChIJCZx1-psOZ0gRAWciR987Vag	bar|restaurant|food|point_of_interest|establishment	53.340588	-6.259736999999999	3.0	True	Centenary House, Anne's Ln, Anne St S, Dublin, D02 AK30	bar
34	The Bailey - Cafe and Bar	ChIJn6bGvZsOZ0gRO0jtYlxf5GU	bar|food|point_of_interest|establishment	53.3420083	-6.2594321	2.0	True	1-4 Duke St, Dublin 2, D02 ET99	bar
36	The Den Bar	ChIJLQYcjwQPZ0gRZG_GLNGn_BQ	bar|point_of_interest|establishment	53.3324996	-6.2411644		True	33 Pembroke Rd, Ballsbridge, Dublin, D04 A9K0	bar
37	M O'Briens	ChIJs9vRNqMOZ0gRKwCpf6k922c	bar|point_of_interest|establishment	53.331382	-6.251605700000001	2.0	True	8-9 Sussex Terrace, Dublin 4, D04 KN82	bar
38	Sinnotts Bar	ChIJF_ZkH5wOZ0gRc9YMKcz01tE	bar|restaurant|food|point_of_interest|establishment	53.340136	-6.261584	2.0	True	King St S, Dublin	bar
39	Mary's Bar & Hardware	ChIJy6cVf5sOZ0gRF5C4UwATBGY	hardware_store|bar|point_of_interest|store|establishment	53.34285269999999	-6.260279199999999	2.0	True	8 Wicklow St, Dublin 2, D02 AX90	bar
40	O'Donoghues Bar	ChIJw-DhupkOZ0gRzPibivFAces	bar|restaurant|food|point_of_interest|establishment	53.3382083	-6.2542292	2.0	True	15 Merrion Row, Dublin	bar
41	Searsons	ChIJR_ZbaTIJZ0gRhO7ThY46D9U	bar|restaurant|food|point_of_interest|establishment	53.3332259	-6.2428852	2.0	True	42-44 Baggot Street Upper, Dublin 4, D04 V210	bar
42	La Cave Wine Bar and Restaurant	ChIJDzpn8ZsOZ0gRYpp1Nrmo9EY	bar|restaurant|food|point_of_interest|establishment	53.341059	-6.259698999999999	2.0	True	28 Anne St S, Dublin 2, D02 DX39	bar
43	The Porterhouse Central	ChIJ7yhNC5sOZ0gRj37xd2bZyjY	bar|food|point_of_interest|establishment	53.34300409999999	-6.2589444	2.0	True	47 Nassau St, Dublin, D02 RP20	bar
44	The Blind Pig Speakeasy	ChIJGyXef5sOZ0gRaQqNm2XRIwI	bar|restaurant|food|point_of_interest|establishment	53.3432679	-6.2599484	3.0	True	18 Suffolk St, Dublin 2, D02 NP97	bar
45	The Sidecar	ChIJpRSzy7sPZ0gRb6rD-E-8oeE	bar|point_of_interest|establishment	53.341515	-6.261645800000001		True	The Westbury Hotel, Balfe St, Dublin	bar
46	Bar Rua	ChIJQQW4PpwOZ0gRaKHnYqr5rac	bar|restaurant|food|point_of_interest|establishment	53.3410729	-6.262369199999999	2.0	True	32 Clarendon St, Dublin 2, D02 HX66	bar
47	Chaplins Bar	ChIJp1jnL4UOZ0gRB0UnXOwVsk8	tourist_attraction|bar|restaurant|food|point_of_interest|establishment	53.3462007	-6.2571756	1.0	True	1-2 Hawkins St, Dublin 2, D02 K590	bar
49	Dakota	ChIJ5ylG9ZwOZ0gRUMjOMVhYuyw	bar|point_of_interest|establishment	53.34265860000001	-6.262323100000001	2.0	True	8/9 William St S, Dublin 2, D02 ND76	bar
51	The Palace Bar	ChIJY8EByoQOZ0gRSMYJds1CQHU	bar|restaurant|food|point_of_interest|establishment	53.3458948	-6.2596063	2.0	True	21 Fleet St, Temple Bar, Dublin 2, D02 H950	bar
53	Bartley's Bar & Restaurant	ChIJZ0kli6kPZ0gRKbw43fUh0No	bar|point_of_interest|establishment	53.34112039999999	-6.2640698		True	31/32 Stephen Street Lower, Dublin 2, D02 WV05	bar
54	Harcourt Bar & Garden Lounge	ChIJy0MMKaAOZ0gRWQiVZRxq40A	bar|restaurant|food|point_of_interest|establishment	53.3344993	-6.262523600000001		True	60 Harcourt St, Saint Kevin's, Dublin 2, D02 P902	bar
55	River Bar	ChIJH9113oQOZ0gR4vSG0NFAm0M	bar|point_of_interest|establishment	53.3468528	-6.2584466	2.0	True	1 Burgh Quay, Dublin 2	bar
56	The Bankers Bar	ChIJiTZhlZwOZ0gR1GiRj8Y6XFk	bar|point_of_interest|establishment	53.34399980000001	-6.262488299999999	2.0	True	Trinity St, Dublin, D02 A440	bar
57	Pillar Bar Dublin	ChIJO4Tl3IQOZ0gRL6MvhjzH3E0	bar|point_of_interest|establishment	53.3466902	-6.2588833		True	25 Westmoreland St, Dublin, D02 XP95	bar
59	Buskers on the Ball	ChIJR9mP8ScMZ0gRH6LBjSvHjX4	bar|point_of_interest|establishment	53.3459357	-6.2603281	2.0	True	13 - 17 Fleet St, Temple Bar, Dublin, D02 WD51	bar
