	name	place_id	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	price_level	main_type
0	Tower Records	ChIJGZynXYQOZ0gRLtIoOhglVhQ	movie_rental|electronics_store|home_goods_store|point_of_interest|store|establishment	53.342255	-6.257744499999999	False			electronics_store
1	Little Gem Records	ChIJwbASnZkOZ0gR_94YJRLKGZQ	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3394804	-6.2563053				electronics_store
2	Sound Cellar	ChIJISjK0PEMZ0gRxKhbGMjypmw	electronics_store|home_goods_store|point_of_interest|store|establishment	53.34306429999999	-6.259043399999999	False			electronics_store
3	Limetech	ChIJy0p4jJsOZ0gRSx8225pGYsU	electronics_store|point_of_interest|store|establishment	53.3416454	-6.259973	False			electronics_store
4	Hazel Peters Music	ChIJA1DeKP4PZ0gRcLs5LnOs3vY	electronics_store|home_goods_store|point_of_interest|store|establishment	53.34232	-6.259829599999999	True			electronics_store
5	Tecca	ChIJo4ddiWoPZ0gRnNbakGFofig	electronics_store|point_of_interest|store|establishment	53.34357809999999	-6.259455099999998	False			electronics_store
6	Warner Music Ireland	ChIJNxKUepsOZ0gRuwx2eRkHSPs	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3433684	-6.260026799999999	False			electronics_store
7	Vodafone	ChIJX4XeA5wOZ0gRAEApInv-Fkg	electronics_store|home_goods_store|point_of_interest|store|establishment	53.340297	-6.260581999999999	False			electronics_store
8	Conns Cameras	ChIJrdvpf5wOZ0gRvJaIkS-E1ug	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3427235	-6.260858899999998	False			electronics_store
9	Tinpot Productions Recording Studio	ChIJDyGlXJcOZ0gRGJla3sK-DFE	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3393689	-6.2520635	False			electronics_store
10	Sing Factory	ChIJDyGlXJcOZ0gRJCORUgM6I5A	electronics_store|home_goods_store|point_of_interest|store|establishment	53.3393689	-6.2520635	False			electronics_store
