	name	place_id	price_level	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	main_type
0	Marks and Spencer	ChIJ1RqODo0OZ0gR2wQxWR7VjAc	2.0	supermarket|department_store|convenience_store|grocery_or_supermarket|food|point_of_interest|clothing_store|store|establishment	53.3489101	-6.2437814	True		clothing_store
2	Irish Wedding Packages	ChIJ97JCApEOZ0gRj1jCZ7EU-9Q		florist|point_of_interest|clothing_store|store|establishment	53.3427433	-6.2499964	False		clothing_store
3	Anne O'Mahony Bespoke Clothing	ChIJy1BnTZMOZ0gRnG71JALRsLM		point_of_interest|clothing_store|store|establishment	53.34176919999999	-6.2390284	False		clothing_store
4	Taboo Graphix	ChIJW_RhUgkPZ0gR-QOwXtoGOwc		point_of_interest|clothing_store|store|establishment	53.3460525	-6.254439299999999	False		clothing_store
6	The Funky Skunk	ChIJn3Wy24sOZ0gRFht2h8Ulmj8		store|health|point_of_interest|clothing_store|establishment	53.3534544	-6.2482943	True		clothing_store
7	Everywoman Prosthesis and Bra Fitting Suite | Mastectomy Clinic Dublin	ChIJPaoySo8OZ0gR2oakpupHEO0		point_of_interest|clothing_store|store|establishment	53.3509386	-6.2539844	False		clothing_store
8	Guineys	ChIJsYbzV48OZ0gRTapqqrqAazI		department_store|furniture_store|home_goods_store|point_of_interest|clothing_store|store|establishment	53.3504154	-6.2553803	False		clothing_store
9	Reads Design & Print	ChIJW7ovRpoOZ0gRqNB8QR-9icw		point_of_interest|clothing_store|store|establishment	53.3417777	-6.255839600000001	False		clothing_store
10	Louise Kennedy	ChIJO4nB_NQOZ0gR2QIrzALSVXE		point_of_interest|clothing_store|store|establishment	53.3382827	-6.248479300000001	False		clothing_store
11	Mr. Jenks	ChIJ1S5AphMNZ0gRWg8eMeT0szg		point_of_interest|clothing_store|store|establishment	53.33806149999999	-6.2481582	True		clothing_store
12	Aoife Harrison Design	ChIJceH7w5UOZ0gRiKFFaYGfbqc		point_of_interest|clothing_store|store|establishment	53.33760119999999	-6.2436669			clothing_store
13	Trinity Woollen Mills	ChIJj5neVJoOZ0gR_sGlgAMJwDI		clothing_store|point_of_interest|store|establishment	53.34268839999999	-6.257117499999999	True		clothing_store
14	Five Lamps, Sue Ryder Foundation	ChIJDbnLW4oOZ0gRJhvavVDI9mU		clothing_store|point_of_interest|store|establishment	53.3552039	-6.2464849	False		clothing_store
15	Classic Collection	ChIJxUAXaZcOZ0gRLSL4Z9ZqOzg		travel_agency|point_of_interest|clothing_store|store|establishment	53.33893569999999	-6.2516209			clothing_store
16	Borrower Boutique	ChIJZyL6yyMPZ0gR3iOjTnzX79k		point_of_interest|clothing_store|store|establishment	53.3384169	-6.2372235	False		clothing_store
17	Oxfam Talbot Street	ChIJPegw9KgPZ0gRsxTNQtILNRE		clothing_store|point_of_interest|store|establishment	53.3504415	-6.2573275	True		clothing_store
18	Kevin & Howlin	ChIJKTOsq5sOZ0gR0cMgJ_-jax0		clothing_store|point_of_interest|store|establishment	53.3427988	-6.2576034	False		clothing_store
19	Sweater Shop	ChIJZ-oFHZ4wXUgRCSXGC2f0pQw		clothing_store|point_of_interest|store|establishment	53.3427988	-6.2576034	False		clothing_store
20	Kaleidoscope	ChIJz4G9EPAOZ0gRJy-eLQbF24k		point_of_interest|clothing_store|store|establishment	53.34792239999999	-6.227962499999999		N Wall Quay, North Dock, Dublin 1	clothing_store
21	Dunnes Stores	ChIJrZM7OoQOZ0gRao7QUfE4EPU		grocery_or_supermarket|supermarket|food|point_of_interest|clothing_store|store|establishment	53.3500792	-6.2591357	True	23/24 N Earl St, North City, Dublin 1, D01 RD73	clothing_store
22	River Island	ChIJSSnEdpsOZ0gR0wHM8D4JgpA	2.0	clothing_store|point_of_interest|store|establishment	53.34305639999999	-6.2597176	True	102-103 Grafton Street, Dublin 2, D02 KV79	clothing_store
23	Superdry	ChIJk74eZZsOZ0gRHX1ZK6eXPIU	3.0	clothing_store|point_of_interest|store|establishment	53.3436804	-6.2600718	True	6-10 Suffolk St, Dublin, D02 X854	clothing_store
24	Naya clothing	ChIJ63lyhBgPZ0gRlXD_hNdUbGg		clothing_store|point_of_interest|store|establishment	53.3498092	-6.2602739		North City, Dublin	clothing_store
25	L.K.Bennett - Brown Thomas	ChIJ--qpRbUPZ0gRShwRIN4naeA	3.0	shoe_store|point_of_interest|clothing_store|store|establishment	53.3423914	-6.259914699999999	True	88 - 95 Grafton Street, Dublin, D02 VF65	clothing_store
26	Gucci	ChIJkaeghJsOZ0gRH3FhiyZ3xbc		jewelry_store|point_of_interest|clothing_store|store|establishment	53.3423914	-6.259914699999999	True	88-95, Brown Thomas, Grafton Street, Dublin	clothing_store
27	Penneys	ChIJK-8LZoQOZ0gRF6bUtyiSw_4	1.0	clothing_store|point_of_interest|store|establishment	53.3487965	-6.2608603	True	39 O'Connell Street Upper, North City, Dublin, D01 PY90	clothing_store
28	H&M	ChIJh8MQoJwOZ0gRjLo8r6yIHek	1.0	clothing_store|point_of_interest|store|establishment	53.344137	-6.261118	True	24-27 College Green, Dublin, D02 E198	clothing_store
29	Louis Copeland and Sons - Pembroke St	ChIJXx-vL5mEREgRThBlA4d2gfA		point_of_interest|clothing_store|store|establishment	53.3369027	-6.2517385	True	30 Pembroke Street Lower, Dublin 2, D02 TN30	clothing_store
30	Direction Menswear	ChIJSc5jeoQOZ0gRx3-KIVtu3yw		point_of_interest|clothing_store|store|establishment	53.3495436	-6.261443499999999	True	Prince's Street North, North City, Dublin	clothing_store
31	Diesel Henry Street	ChIJN9WZDYQOZ0gRHcrQfxw5hTY		clothing_store|point_of_interest|store|establishment	53.3496961	-6.2614829	True	38 Henry St, North City, Dublin 1, D01 HW72	clothing_store
32	ZARA	ChIJpwMWsoMOZ0gReQ7MiGGFatg	2.0	clothing_store|point_of_interest|store|establishment	53.34949169999999	-6.2619805	True	46-47 Henry St, North City, Dublin, D01 XR79	clothing_store
33	Genius Clothing and Footwear	ChIJYYlV1hJJXEgRDaqIpdPVim4		shoe_store|point_of_interest|clothing_store|store|establishment	53.3422919	-6.261415899999999	True	6a, Powerscourt Townhouse Centre, Clarendon Street, Dublin	clothing_store
34	French Connection	ChIJY4aVXZwOZ0gRDS42VfQs57s	3.0	clothing_store|point_of_interest|store|establishment	53.342158	-6.2614071	True	Powerscourt Townhouse Centre, 59 William St S, Dublin 2	clothing_store
35	Levi's® Dublin	ChIJj3f6CJwOZ0gRWk5_RrjG4eo		clothing_store|point_of_interest|store|establishment	53.3408645	-6.2605059	True	38 Grafton Street, Dublin, D02 W862	clothing_store
36	FatFace Dublin	ChIJHxvSCoQOZ0gRg44iiWnL_YM	2.0	clothing_store|point_of_interest|store|establishment	53.3495711	-6.262271699999999	True	45 Henry St, North City, Dublin, D01 E9X8	clothing_store
37	BOSS Store	ChIJD1GwDpwOZ0gRcxsrbXOZHGY		clothing_store|shoe_store|point_of_interest|store|establishment	53.3409551	-6.2607724	True	67/68 Grafton Street, Dublin, D02 T213	clothing_store
38	Mango	ChIJKViok4MOZ0gRmXB8fPsmwrQ		clothing_store|point_of_interest|store|establishment	53.3495516	-6.2625084	True	45-47 Henry St, North City, Dublin, D01 E9X8	clothing_store
39	AllSaints	ChIJ3b9Kd44OZ0gRHK_d-sEqPWw	3.0	clothing_store|shoe_store|point_of_interest|store|establishment	53.3421181	-6.2618305	True	59 William St S, Dublin	clothing_store
40	Aran Sweater Market	ChIJRZ0Na5sOZ0gRg80zSFOYBsw		clothing_store|point_of_interest|store|establishment	53.34393919999999	-6.2593643	True	115 Grafton Street, Dublin 2, D02 XK03	clothing_store
41	USC	ChIJSTzIMwkPZ0gR8qDSXYD0TxA		clothing_store|shoe_store|point_of_interest|store|establishment	53.3501256	-6.2587432	True	19-22 N Earl St, North City, Dublin, D01 K339	clothing_store
42	Pursuit Dublin Menswear	ChIJ8bU9vpsOZ0gRkYBYkDYJ0Uw		point_of_interest|clothing_store|store|establishment	53.3417521	-6.2586184	True	14 Duke St, Dublin 2, D02 N722	clothing_store
43	EILEEN FISHER	ChIJhR_BotIPZ0gR8ODNxeXxQeI		clothing_store|shoe_store|home_goods_store|point_of_interest|store|establishment	53.3423914	-6.259914699999999		88-95 Grafton Street, Dublin, D02 VF65	clothing_store
