place_id	latitude	longitude	place
ChIJEz-hVowOZ0gRUzIA23OzlnI	53.349314	-6.244549	doctor
ChIJV45VmXQPZ0gRGi62tS-6fzQ	53.34948410000001	-6.244851199999999	doctor
ChIJoVtd7jYPZ0gRIpq6MOiqTmg	53.34951659999999	-6.245638699999999	doctor
ChIJH1OGzY0OZ0gRXtG7NGItip0	53.3486877	-6.247086	doctor
ChIJfYGcQO0OZ0gRUo-z2Kk3EG8	53.3452321	-6.238953599999999	doctor
ChIJVy5vyZEOZ0gRpdZmPPfkL5I	53.34497339999999	-6.249579599999999	doctor
ChIJ8Ug8ivoPZ0gRL8NB99XZaAk	53.3449049	-6.2497321	doctor
ChIJ-U6xEL4OZ0gRhqblEyK6kZs	53.34781400000001	-6.2332589	doctor
ChIJPaoySo8OZ0gR1db2N_DGe_0	53.3509807	-6.2539685	doctor
ChIJrbXcYb0PZ0gRwNIQp96aDOE	53.3507531	-6.254143	doctor
ChIJ0SJaX30PZ0gRtoZ5UQnLiwY	53.3454362	-6.2531086	doctor
ChIJrbJwB5EOZ0gR3YV1ziv7JyY	53.34329399999999	-6.249631999999999	health
ChIJGbObHP4PZ0gRRudPG2xT70g	53.3426966	-6.2491791	doctor
ChIJpz_XmpoOZ0gR5GAO1DcqmL8	53.34451869999999	-6.253440600000001	doctor
ChIJyx0jUI8OZ0gR-xP8p3qVBbM	53.35039030000001	-6.255974699999999	health
ChIJP6rA8IUOZ0gRBDsrgw7cc3M	53.3503497	-6.256068200000001	health
ChIJ0Y0JfPYOZ0gRfMz4yIa3234	53.35528539999999	-6.234922499999999	doctor
ChIJVWOBWFMPZ0gREEat4O7z3QA	53.3559059	-6.251880300000001	doctor
ChIJE17d3IkOZ0gR2JJH_wUyrt0	53.3559099	-6.251896100000001	doctor
ChIJKdDoBo8PZ0gRyFQ94W_aLVA	53.3482718	-6.258199599999998	doctor
ChIJ6xfFhBUMZ0gR3wZ1fzpftWw	53.3411217	-6.2511332	doctor
ChIJ4_XFyJAOZ0gRJNSfthNfhWE	53.3411217	-6.2511332	doctor
ChIJt9sI-HYPZ0gRKqraVWZEdc4	53.3414709	-6.252176299999999	doctor
ChIJG_iNu5AOZ0gR_4MEw3QevW8	53.3414709	-6.252176299999999	doctor
ChIJz4Z0-YQOZ0gR_FwEGQhY7iA	53.3480003	-6.259001899999999	health
ChIJz4Z0-YQOZ0gREz7CeqRNYLk	53.348	-6.259002	doctor
ChIJW3hWrYcOZ0gR-5WoAFJcQu8	53.3536004	-6.2587442	doctor
ChIJxeO3VZoOZ0gRRiyjvP-U6bc	53.3427151	-6.2574859	doctor
ChIJr4r1GesOZ0gRtfS6tnKT4qI	53.33919909999999	-6.2363043	health
ChIJe7Ciq28PZ0gR1sXAqFc6nN4	53.3457611	-6.2641585	doctor
ChIJT56OCZwOZ0gRanL_1_u1fcw	53.3411188	-6.2603494	doctor
ChIJETJJIGMOZ0gRl-cAyALHrbg	53.35943959999999	-6.2561266	doctor
ChIJi9XuLoMOZ0gRJOITr8WdqDk	53.3456655	-6.26457	health
ChIJx2prZuoOZ0gRYpzz1PIPVSo	53.33732029999999	-6.2339764	health
ChIJt7v9Ip0OZ0gRaDROc-vjsfk	53.344039	-6.2651859	health
ChIJHy6ogl4OZ0gRH4QmTuBIDzo	53.3628291	-6.2389983	doctor
ChIJdSVnqF4OZ0gRap-VgQqaOT8	53.3628134	-6.2378752	doctor
ChIJKUHKNJwOZ0gRv-y2ozKOwQk	53.3406686	-6.263794499999999	health
ChIJhUcgTp0OZ0gR6MoswhMI1l0	53.3446925	-6.2672666	doctor
ChIJCyS6f4IOZ0gRztnhcPitBx0	53.3478601	-6.2687253	doctor
ChIJCXG8iYQOZ0gRE0TL6wYmXRs	53.34806099999999	-6.260714	doctor
ChIJ62YYTpYOZ0gRbCoQDxWN7eg	53.3377124	-6.2486494	doctor
ChIJiwG4q5sOZ0gRHxTpoFiqjVk	53.3410186	-6.259617299999999	doctor
ChIJUVWzRY8OZ0gRX8j63PIiUyQ	53.3522482	-6.263883799999999	doctor
ChIJcfNeI4IOZ0gR368q2nO3PtE	53.34997019999999	-6.2671997	health
ChIJe31h2b0OZ0gRW3NOb8tcEOQ	53.33387219999999	-6.2445916	health
ChIJjbb8y38OZ0gRHbBhrQ4bsXA	53.3569835	-6.2678268	doctor
ChIJBWHZTH4OZ0gRSikU0soc8pw	53.3577911	-6.2675584	doctor
ChIJBWaI3qIOZ0gRJSEu4pXpW6o	53.3325955	-6.2527021	doctor
ChIJeWZ7KBIPZ0gRwWzALO187Qg	53.33214539999999	-6.2532527	doctor
ChIJAeESmXsOZ0gRdoQAKlp3QlM	53.3626242	-6.2626043	doctor
ChIJS1zMdvEPZ0gRi7B6jwvAnOQ	53.3669798	-6.2557601	doctor
ChIJn9vlo90OZ0gR8cAv_Nr-RXc	53.335192	-6.2194721	health
ChIJgf5HTiAMZ0gRuMhwwWnVx3s	53.33598929999999	-6.2691297	local_government_office
ChIJWwnOdaAOZ0gRUGZt3y1PpzE	53.3327722	-6.265285400000001	doctor
ChIJBSrcxlQOZ0gRXuz1KR3JaOw	53.3624309	-6.2171449	doctor
ChIJU1M4jy4MZ0gRIAxX02Yef8E	53.3491613	-6.2791961	doctor
ChIJOTLd_YIOZ0gR4Bes0KNOug0	53.3468475	-6.2795592	doctor
ChIJ3-MybIAOZ0gR_Kn_qt0Xov4	53.3571858	-6.2814574	doctor
ChIJ-cM7csUOZ0gRaGO7ksexrts	53.3272305	-6.2245903	health
ChIJ3yNUNXsOZ0gRppRP4E5__mc	53.36337589999999	-6.2583836	post_office
ChIJHweIxcoPZ0gRGfnNlPuRy1s	53.36311500000001	-6.2583641	post_office
ChIJl0XffW8OZ0gR_pbkZAuP30c	53.3675067	-6.255252	post_office
ChIJ9fed5mEOZ0gRKVhs9pdyT4s	53.3573754	-6.2486327	post_office
ChIJj_lzvdYPZ0gRs6u74iD-_C4	53.3599733	-6.2446838	post_office
ChIJfyuWkIAOZ0gR2uWWqe-P0rM	53.35662850000001	-6.2643635	post_office
ChIJ7x8A4lwOZ0gR4rzwefB7LkI	53.3665013	-6.2413621	post_office
ChIJDxitGHgOZ0gRqsikUaWTpS0	53.3662789	-6.2713685	post_office
ChIJndfhPIcOZ0gRthuwkPl401A	53.35430909999999	-6.2617917	post_office
ChIJI4SBo0kPZ0gRVg_N5-tvnuk	53.35689929999999	-6.243399099999999	post_office
ChIJVVVBO4cOZ0gRW_KteYMPpB4	53.3542597	-6.2620817	post_office
ChIJY4ApX5IPZ0gRirWPmas07Is	53.36246589999999	-6.237445999999998	post_office
ChIJJ_E82tUNZ0gRk3S4KMP0hK4	53.3606268	-6.274228399999999	post_office
ChIJ4xfH0NUNZ0gRyUcvBBA0AFs	53.36059209999999	-6.274560399999999	post_office
ChIJwSew4HUPZ0gRrBAPw9nfoPA	53.3514253	-6.2632178	post_office
ChIJTwrbPVoOZ0gRJKc7ZDwZ6TM	53.3642221	-6.2329918	post_office
ChIJ____P4QOZ0gR7IJjymgVDiM	53.3495374	-6.260498200000001	post_office
ChIJebysQYQOZ0gRpgPPd8gjejc	53.34934899999999	-6.260720999999999	post_office
ChIJ7xq1coQOZ0gRK8VwCH_dhTY	53.3494614	-6.261817299999999	post_office
ChIJR2ouc4QOZ0gRQ2sTnnv95BA	53.34944309999999	-6.2619352	post_office
ChIJnSQEOfYOZ0gRW7rdsRaVwYY	53.35513700000001	-6.2350474	post_office
ChIJebysQYQOZ0gR-8it5ybY82M	53.3510283	-6.2703071	post_office
ChIJ6zCN5QwOZ0gRkQzF8L_HVS0	53.37945329999999	-6.26641	post_office
ChIJmyKHHdANZ0gRMhzcOjhiQsU	53.3648023	-6.286852	post_office
ChIJuXtBP80NZ0gRVwnQkiLvFlU	53.3560323	-6.286692	post_office
ChIJXTLrjpwOZ0gR7eosBKKEqew	53.34381639999999	-6.2614242	post_office
ChIJzUpVwhINZ0gRHtfM98MZLPc	53.3505492	-6.2817146	post_office
ChIJxcAN9DgOZ0gR1moNeMWk1e8	53.38198269999999	-6.2413653	post_office
ChIJ9eDot5MOZ0gRgLzwbhaFZGM	53.3429769	-6.244837899999999	post_office
ChIJIz87RS8MZ0gRhUw3i27CoGo	53.3453252	-6.2764199	post_office
ChIJTYkt_gkOZ0gR-6S3JGPW-3g	53.3827277	-6.2768456	post_office
ChIJE5OPesQNZ0gRSNmJMlopyq4	53.37048799999999	-6.2925178	post_office
ChIJrZV_B8QOZ0gRAnfbPTbrGzw	53.338159	-6.2540679	post_office
ChIJgatKU8YNZ0gRbDkbVLZY-n4	53.367491	-6.2992833	post_office
ChIJ13C8cesOZ0gRohpSXVl-7Js	53.34022179999999	-6.2361115	post_office
ChIJdxUvbzYMZ0gRWg76FkOlDRA	53.34821669999999	-6.294479	post_office
ChIJ3yIXlpgOZ0gRZdQxFZwQ0rs	53.3357189	-6.2572458	post_office
ChIJ9cwk4y8PZ0gRUu9dY1MAXG0	53.333581	-6.2447808	post_office
ChIJk185vC8OZ0gRYT_SkRaXbXs	53.3919676	-6.2347223	post_office
ChIJTexkmzKDY0ERx_G2gJkTmq0	53.3425322	-6.2941064	post_office
ChIJi9JRcgYOZ0gRQAAWuEQUIH4	53.3897603	-6.2721575	post_office
ChIJa4vO8CIOZ0gR8Ib137v2Sgo	53.3916237	-6.2484647	post_office
ChIJX4kDLrAPZ0gRhIHxjOaIm5s	53.3706125	-6.206824399999999	post_office
ChIJqS2b8O4NZ0gRAq0x1ohQf9E	53.3831928	-6.2964696	post_office
ChIJ02BALcoPZ0gRH241PxzEQLs	53.3839845	-6.2143533	post_office
ChIJAwBgHzwMZ0gRHGdMhAF02Eg	53.3372174	-6.286745199999999	post_office
ChIJvTns8RgMZ0gRi1Cq_qD8NKc	53.33213180000001	-6.2750254	post_office
ChIJRX9-ofENZ0gR3BIZ8QvtjWU	53.3890825	-6.2980694	post_office
ChIJw6ueyD8MZ0gR6dG1IEkD0FE	53.3340174	-6.2909532	post_office
ChIJ4R3_yMYOZ0gRTUErK2ImUPQ	53.3302162	-6.2317049	post_office
ChIJ5z2jpicPZ0gRTBtS-vAsbco	53.3616535	-6.1940263	post_office
ChIJY0EgcRUMZ0gRPqojBqhW2hI	53.33197639999999	-6.289498999999999	post_office
ChIJbU2hGkEMZ0gRWqDFv60yvF4	53.3360442	-6.2984681	post_office
ChIJwZTNWhUMZ0gR-DqFfTNd8OE	53.331928	-6.2895058	post_office
ChIJ-bx1CKMOZ0gRktERixD6ky4	53.3254767	-6.2554848	post_office
ChIJq0fyr8APZ0gRWG1eYWU6BXc	53.3817911	-6.198532699999999	post_office
ChIJVQwhcxoMZ0gRObRH-6qCSiM	53.3269087	-6.2774911	post_office
ChIJkTih3kQMZ0gR5VwDLFf6Dd4	53.3399168	-6.307848	post_office
ChIJBakeUL4PZ0gR9EMWkBmthj8	53.3781304	-6.1940908	post_office
ChIJYxPTTb4PZ0gRBo3i-VWHYXQ	53.37812030000001	-6.1940108	post_office
ChIJo5Nxz6EOZ0gRA7YSp56lQuo	53.3337192	-6.26132	bank
ChIJe2dKb5kOZ0gRO8y3lJIjxpk	53.3394503	-6.257712600000001	bank
ChIJVYQ-suEPZ0gR0npj0DLLlZo	53.3376978	-6.255029899999999	bank
ChIJ0xHd558OZ0gROr5l4TpwHUU	53.3356307	-6.2654427	bank
ChIJZcOmpJkOZ0gR8D1XBkdqu3Q	53.338441	-6.2551662	bank
ChIJ57iRJaAOZ0gR3J9V7KLuCqc	53.3336839	-6.263144199999999	bank
ChIJzZCxO6AOZ0gRzXHkK4NdbYc	53.3335921	-6.263222900000001	bank
ChIJxdSQzJkOZ0gR94KVecUNsqg	53.33756820000001	-6.254112999999999	bank
ChIJX7cjOaAOZ0gRGcRygx1JpE8	53.33334240000001	-6.263264999999999	bank
ChIJw4BX0ZkOZ0gRd4K4JbCtqHw	53.3383768	-6.254079200000001	atm
ChIJf6fels0PZ0gRjH2u_1eoln4	53.3355842	-6.2534909	bank
ChIJH7dZ0ZkOZ0gRG8XIwZSWFYQ	53.3380926	-6.2530892	bank
ChIJUboigJcOZ0gRLW13RjT-eZc	53.3378761	-6.252888399999999	bank
ChIJO9GP7ZgOZ0gReINDrzQiIxA	53.3411515	-6.2606356	bank
ChIJmXbMeiAMZ0gRipm3RUPx4fc	53.33629329999999	-6.267618399999999	bank
ChIJM6-IbqAOZ0gRNOWtu5c9VxA	53.3327098	-6.264285999999998	bank
ChIJNZiTH54OZ0gR975NUAZcVJ0	53.3382611	-6.2674698	atm
ChIJR1PMCZsOZ0gRV3MQgZB9F9E	53.34137459999999	-6.257743799999999	bank
ChIJhYQWZ_cPZ0gRqCQmNk7-gF4	53.3412285	-6.2568166	bank
ChIJ12Vhy5sOZ0gRiBdmFD0lOrE	53.3413606	-6.257095500000002	bank
ChIJG4Tzc5sOZ0gRL-tWOjqrWMo	53.3374	-6.2512922	bank
ChIJTRXGeaAOZ0gRtQXHh0oxlTU	53.3323066	-6.2650339	bank
ChIJC33Id5sOZ0gRzUHBMl1z76g	53.3428876	-6.2596614	bank
ChIJg2erd5sOZ0gRFI4ojFUls48	53.3429647	-6.2596338	bank
ChIJfbglcZsOZ0gR0TdwExS3pSM	53.3432021	-6.2596466	bank
ChIJF2EDXpsOZ0gR_BeqXsuLo8U	53.3441373	-6.260606000000001	bank
ChIJZZWAopwOZ0gRk4mOp2O-8nQ	53.3441367	-6.261836499999999	bank
ChIJ-5rvYpYOZ0gRPOn0DbJlOh4	53.3379601	-6.2465627	bank
ChIJs43ePp0OZ0gRicfaUJJbcMs	53.34401099999999	-6.2659636	bank
ChIJyW5sQ50OZ0gRVDNzkFELgf4	53.3440497	-6.2669865	bank
ChIJ-5_f3b0OZ0gReFacqDKj42U	53.3340055	-6.2448396	bank
ChIJC44dO4QOZ0gR402YfqBMNps	53.3479071	-6.2590352	bank
ChIJG4Tzc5sOZ0gRse2cTVhXo8Y	53.34738100000001	-6.254185	atm
ChIJI67ivqUOZ0gRLmIZ2mz8OBI	53.3256698	-6.2547573	bank
ChIJkThd94QOZ0gRAOmDtf0JX7U	53.3480965	-6.259042399999999	bank
ChIJnW6Zd4IOZ0gRdmmyYczj8ug	53.34847269999999	-6.269081099999999	bank
ChIJL4sviq8OZ0gRxskQwKwRzB8	53.3241595	-6.251546200000001	bank
ChIJFyHFVZMOZ0gRO5Ld01Zz1XM	53.3436754	-6.239383399999999	bank
ChIJo_NTsI4OZ0gR-L205JAp4xg	53.3500368	-6.2499673	bank
ChIJH9RBNZwOZ0gRCfMDzf3wA0c	53.3411706	-6.2637208	atm
ChIJ0WMft5sOZ0gRH3pmLFK5MmU	53.3418183	-6.2576307	bank
ChIJ3XQvAJ0OZ0gRTGaoJNmQ2Rw	53.342761	-6.264261299999999	atm
ChIJhXL-_7wOZ0gRv7TLSHbIU6I	53.33290119999999	-6.248226300000001	bank
ChIJHQ2RIDkPZ0gRUgyuQ_-vpDo	53.3328466	-6.24634	bank
ChIJh4Ysx48OZ0gROrSyFvqeaAg	53.3472963	-6.2536856	bank
ChIJs3GYWYQOZ0gRGjI_aq-bEHs	53.3485635	-6.259312100000001	bank
ChIJLQzsg6UOZ0gRZNEHWsMHxFs	53.3243498	-6.2532964	bank
ChIJgzQb240OZ0gRyoTbP_f9Ls4	53.34834	-6.250532	bank
ChIJqyHkZZ4CRUgR00DyiqbTwds	53.3496183	-6.2560065	bank
ChIJvUK1JDoMZ0gRDHeZSxIHa5M	53.34348809999999	-6.2390937	bank
ChIJ9Rdm6Y4OZ0gRmxJI74dMPWo	53.34977869999999	-6.2502399	bank
