place_id	latitude	longitude	place
ChIJo_NTsI4OZ0gR1-jnkS-aRyo	53.350146	-6.249886999999999	bank
ChIJ_58iPu0OZ0gRCt-ZrVjjHA0	53.3449563	-6.238471499999999	bank
ChIJGfc9x4YOZ0gRpvJ_2rufGy4	53.352199	-6.261813099999999	bank
ChIJQT2L-TkMZ0gRBtS_MZL9cvM	53.3436523	-6.284595899999999	bank
ChIJkdD-5W4NZ0gRy0lI9eG6kyQ	53.3435873	-6.2841836	restaurant
ChIJO1J7TCUMZ0gRWDYqJ2JdsdQ	53.3434299	-6.281662899999999	restaurant
ChIJfcIATCUMZ0gRVXe4pWOR5UQ	53.343364	-6.281492	restaurant
ChIJHe2PzjUNZ0gRYb6HXXQtAzc	53.3464024	-6.284518400000001	food
ChIJl1LMTjAMZ0gR-r2Ng_HX9ok	53.34644950000001	-6.284834499999999	food
ChIJQWoySDoMZ0gR50kb-kHCg9s	53.3417252	-6.2864908	restaurant
ChIJ26ZB2i8MZ0gR3nDGqG9lTS4	53.3462283	-6.282221799999999	restaurant
ChIJhQssSDoMZ0gRLu4MjDW5qs4	53.34179959999999	-6.287051900000001	restaurant
ChIJIe6KX7QNZ0gRoouh44HPn-Q	53.3428279	-6.2803773	restaurant
ChIJKQ_fLAENZ0gRaCE7BPtLXIA	53.34324100000001	-6.2891204	food
ChIJmWlXIDoMZ0gR9TTra4v7KEo	53.34248049999999	-6.288576799999999	food
ChIJaVJ7FSUMZ0gRQZW0vdbBTEY	53.3430573	-6.279973699999998	food
ChIJv2kcjBYNZ0gRC-6Rwa6jREU	53.3431714	-6.27986	restaurant
ChIJ8Q4YFSUMZ0gRcPEJlEV_INw	53.3431714	-6.27986	restaurant
ChIJi46Xvy8MZ0gR5lTYIkMEftE	53.3458055	-6.280528299999999	restaurant
ChIJxSY3FCUMZ0gRwwris--3o-0	53.3428011	-6.279738699999999	food
ChIJF5CKbWMNZ0gRAPhKM8LgCok	53.3451669	-6.279315000000001	restaurant
ChIJ2Tw7EiUMZ0gRghOPBieNuRM	53.34294279999999	-6.279246199999998	food
ChIJjykxzC8MZ0gRF57tFs4TXfM	53.3469454	-6.2816532	restaurant
ChIJ_b6FLS4MZ0gR_e29dnCtEbg	53.3472611	-6.2819629	food
ChIJZSiq5ywNZ0gRALlmmVBWL-Q	53.3427091	-6.278421799999999	restaurant
ChIJKUWQZLkNZ0gREWZVazE-Nwo	53.3470944	-6.2800221	restaurant
ChIJIYci_CQMZ0gRqT0fK0o-k84	53.34157099999999	-6.278464899999999	restaurant
ChIJq6oa8SQMZ0gR4YLn-pDdkv0	53.3410473	-6.2782388	restaurant
ChIJF-JWLLwNZ0gRyLN1NTAEKT8	53.34286729999999	-6.276182899999999	restaurant
ChIJ5-flOdwNZ0gRpM05zg9cr2w	53.3382128	-6.282726599999999	restaurant
ChIJY-93ji4MZ0gRMYJ_TM304Aw	53.3489338	-6.278970300000001	food
ChIJFRfkjS4MZ0gRrpcIYlbn3r8	53.3488872	-6.2788415	restaurant
ChIJ2U_zwC4MZ0gRI67pTGLdiJc	53.348554	-6.277579	food
ChIJSUPbEzENZ0gRfVMr9jmriT4	53.3398173	-6.2756969	restaurant
ChIJ0WPWYzYMZ0gROVdf2UYMizc	53.3482267	-6.293976700000001	food
ChIJFXQVMiwMZ0gRycmwVkh9uJI	53.3506425	-6.2797224	restaurant
ChIJSx0piS0MZ0gRF59g7jL_M7o	53.3515682	-6.283395899999999	restaurant
ChIJs45ziSgMZ0gRzzlvKUM3H5U	53.3458596	-6.27213	food
ChIJicEuVikMZ0gRA8dMc0eWQ68	53.3500186	-6.275723699999999	restaurant
ChIJu7PiMqAOZ0gRYiQogBMsgoU	53.3519534	-6.2795859	food
ChIJW6fecH8NZ0gR6NSvIcYW0AE	53.3405994	-6.2865345	restaurant
ChIJg8jt7S4MZ0gRGL2bc0HSEHQ	53.3483229	-6.2785872	restaurant
ChIJ7eLt7ScMZ0gRImQl9brzkMA	53.34373679999999	-6.2700283	restaurant
ChIJB4hIxdMNZ0gRS5s2USvXjnI	53.3531261	-6.285853400000001	restaurant
ChIJv83FlicMZ0gRmQSQjf3F1OA	53.3433821	-6.269227700000001	restaurant
ChIJYZpN8CcMZ0gRPQfBDIuuK1E	53.344351	-6.268934	restaurant
ChIJldn10v4NZ0gRC00yf1kZu3I	53.3441085	-6.2681764	restaurant
ChIJJ7hgKJYPZ0gRXK79fxx9SH0	53.3449015	-6.2679554	food
ChIJ-xMPV_cNZ0gRwY1IF64bwNY	53.3407544	-6.268597499999999	restaurant
ChIJC2kdU50OZ0gRr8UibViCEYg	53.3450254	-6.2677215	restaurant
ChIJ65N9WZ0OZ0gRlW2shD8PD8M	53.3441752	-6.2675697	restaurant
ChIJY-21nIIOZ0gRnZK9cNnSwww	53.3471139	-6.268372200000001	food
ChIJxR5wtMwPZ0gR8Xrlh9drTPY	53.3444523	-6.2671839	restaurant
ChIJ-RPhTZ0OZ0gR7IoJlIL-_WA	53.3447606	-6.2671901	restaurant
ChIJi9OsK4MOZ0gRBJgVXatL_8A	53.34510299999999	-6.267157	food
ChIJQ_LfRp0OZ0gRks5CLiNqC_Y	53.344324	-6.2664409	restaurant
ChIJs2dICSoMZ0gRCzVhHbrcffE	53.3513315	-6.2700662	food
ChIJtTOXRIIOZ0gRiLAbrd61jVs	53.3486388	-6.2667114	food
ChIJgft9lZ0OZ0gRk0fm5dhV20I	53.341305	-6.2655699	restaurant
ChIJ3RikV30OZ0gRdGnOXe9xpAM	53.3566348	-6.257447399999999	park
ChIJBZts-H0OZ0gRBc8uGtxS1OM	53.356595	-6.263198999999998	park
ChIJ-7qXzMQPZ0gREeIfH5tZgbE	53.356116	-6.2555931	park
ChIJ2QtbQHsOZ0gRxGrsqNhEIEQ	53.36297629999999	-6.258832899999999	park
ChIJCYaC2YYOZ0gRxFEZhvKYbOs	53.3538817	-6.264142800000001	park
ChIJ6UNYs4kOZ0gRcjX7-37UPI0	53.3550116	-6.252879799999999	park
ChIJb7TF3oAOZ0gRYONDZoVLbUI	53.35361529999999	-6.264555999999998	park
ChIJl7iKN8cPZ0gREtaKF_ynX8Y	53.35329859999999	-6.256005800000001	park
ChIJm43iin8OZ0gRLrI61F2gxJg	53.3572235	-6.271910699999999	park
ChIJLf59gYkOZ0gRa5BkVjIzB_k	53.35435869999999	-6.249717699999999	park
ChIJ774FSdUNZ0gRVfWM9bgQPUA	53.3561575	-6.2722685	park
ChIJz6_GRHsPZ0gRAIeyF57pCQc	53.35205819999999	-6.252109099999999	park
ChIJ2eU1xvsPZ0gR5hlAl5DpJzs	53.35194980000001	-6.2516713	park
ChIJI3Z49IoOZ0gRUT9rwETvOWA	53.355534	-6.2455939	park
ChIJWyO4eG8OZ0gRjw07n_tfyaA	53.3677784	-6.255764	park
ChIJFxHlRdUPZ0gRXxe6-F8zyiE	53.3564953	-6.244602400000001	park
ChIJLy4MUSoMZ0gR0Jjy_l6qt-M	53.3527746	-6.272498400000001	park
ChIJS1Y2WYIOZ0gRUPs1z27thV0	53.3481028	-6.2667014	park
ChIJ5XlVj3EOZ0gRXR3D8kAk91A	53.3700847	-6.262248599999999	park
ChIJc2tQlCkMZ0gRUzCe796EepA	53.3491835	-6.271209799999999	park
ChIJl8wN9igMZ0gRRSiD9ZgTIzY	53.3465867	-6.2721919	park
ChIJ1ZrmvVkOZ0gRT0bz3YqaGqw	53.3622225	-6.2327072	park
ChIJWY1zCRINZ0gRMWcEFYSGaNQ	53.3427504	-6.2712542	park
ChIJ7xiH4iUMZ0gRomZlPCGXZLY	53.3438748	-6.275032299999999	park
ChIJPxLz2SYMZ0gRLn9DSWYFzJQ	53.3402425	-6.2711649	park
ChIJo5EyLpkOZ0gRfIOtBfARzQU	53.3381736	-6.259119	park
ChIJf8OhEa0NZ0gR5DNMjoizBvs	53.3424134	-6.2813674	park
ChIJjc7Bf6INZ0gR2NSbCrwXv5c	53.3477604	-6.2907082	park
ChIJmXbMeiAMZ0gRb0DDU6OEHfw	53.3366006	-6.267056699999999	park
ChIJq6rq9OsOZ0gRH9WJjD4-bL0	53.3412029	-6.233867399999999	park
ChIJ8wn3M5UPZ0gRbCw-oF8r6V0	53.3829168	-6.262547	park
ChIJvRdQsTwMZ0gR__jh8sx2k4k	53.33799459999999	-6.2811672	park
ChIJwWP5_Q0OZ0gR84q_Wr5Htoo	53.38323010000001	-6.2633996	park
ChIJNchkhOoOZ0gRyrIz1BYRovw	53.3363513	-6.235250499999999	park
ChIJ-2-Zu3MOZ0gRgVD1nD_EVGE	53.3843249	-6.281742599999999	park
ChIJNdujlTsOZ0gRdR5mkck87B4	53.38615619999999	-6.2402827	park
ChIJ74f4EOMNZ0gRNP151qrsOnk	53.3858212	-6.282176	park
ChIJPfnukVwOZ0gROclkSGAM8-A	53.3662864	-6.239192099999999	park
ChIJZWnQH9kNZ0gRG7vtVAYqsEM	53.3512314	-6.287119	park
ChIJOeH71J4OZ0gRRzs0p-2vgfA	53.3375774	-6.2596894	park
ChIJVS0zE0gOZ0gRCPFudybllwg	53.3780994	-6.2324362	park
ChIJo2-VTL4OZ0gR66Q6bsNh-BQ	53.3338873	-6.241201999999999	park
ChIJy16wdLgPZ0gRbxakKMHwzPc	53.3414791	-6.2202969	park
ChIJYV9praUOZ0gRsFmX3hgyJts	53.3267454	-6.2542997	park
ChIJO4Bom9gPZ0gR9Y5JmQ31dr4	53.3809218	-6.2202918	park
ChIJfaRS1bUPZ0gRMG-hwyg7cBs	53.3776616	-6.2136948	park
ChIJA6VOHt4OZ0gRRpPNUiRM4kY	53.3368817	-6.2156848	park
ChIJsRO-0sQPZ0gRL7rk9y7he1w	53.3263689	-6.234969400000001	park
ChIJxaUCaxAMZ0gRSnHLMSLvSqU	53.3242623	-6.2790664	park
ChIJRziLUN4OZ0gRmtRpYiQtpdc	53.335139	-6.2134887	park
ChIJH2Xm1x0OZ0gRUAv6BTZy4EA	53.3977707	-6.2588953	park
ChIJpRpOJOgNZ0gRd7fsewMFW2M	53.3320794	-6.308535099999999	park
ChIJx0IOXQASZ0gR74ShRfBFSbs	53.3971898	-6.2792062	park
ChIJAVR-KW0MZ0gRRoQEyb21eP0	53.3231477	-6.2922037	park
ChIJP5qmwJgNZ0gRWpccrI-yh7g	53.376045	-6.323243	park
ChIJe1F08akNZ0gRa1ndmi3YJqE	53.3558823	-6.3298133	park
ChIJP_DSbN8RZ0gRoPAQHrxWmps	53.4015019	-6.251269499999999	park
ChIJvxx7M4UOZ0gRphQzDC9OOvg	53.3456887	-6.2561935	police
ChIJtf6m4I4OZ0gRvh1bG4ObpTE	53.3504549	-6.252259899999999	police
ChIJdf6fnJcOZ0gRcqRHA3HDnJA	53.3372634	-6.251882900000001	police
ChIJIcy3y5wOZ0gRoXj7oNw--z8	53.33619419999999	-6.252206199999999	police
ChIJQWhgJJ8OZ0gRnEOn79H7AoM	53.3368499	-6.2605434	police
ChIJv9wRu4YOZ0gRzSQ4jIU2mNA	53.35163679999999	-6.261542299999999	police
ChIJjU7DOyEMZ0gR9Erx_n6dSNw	53.3383279	-6.2694449	police
ChIJ50sQ3CgMZ0gRdwDCaMXjU8E	53.3470916	-6.274115000000001	police
ChIJdWzQ5IYOZ0gRxajOykKlqV8	53.3531318	-6.2604724	bus_station
ChIJN2nOjIYOZ0gRDc9twNLZh64	53.3522532	-6.2598923	bus_station
ChIJMSdRCX4OZ0gRxv1dnds0h6s	53.3570923	-6.264411699999999	bus_station
ChIJgTHsSY8OZ0gRV74Ka-wdVY4	53.3507698	-6.2538992	bus_station
ChIJu4uAooUOZ0gRKruhRgmGUYM	53.3489114	-6.256879299999999	bus_station
ChIJiewbBIUOZ0gRRHA3IkzuFY4	53.3479612	-6.257844	bus_station
ChIJjYvRHoUOZ0gR4EmFayQeNEw	53.348038	-6.256339	bus_station
ChIJ62j5xo4OZ0gRO2XuAqo4ezw	53.3503316	-6.2504407	bus_station
ChIJecKlFoUOZ0gRhaPqdIAC4Bc	53.34731129999999	-6.256792099999999	bus_station
ChIJHQXo3oQOZ0gR7sYA5v1SfWo	53.3466922	-6.258346400000001	bus_station
