	name	place_id	price_level	types	geometry.location.lat	geometry.location.lng	opening_hours.open_now	formatted_address	main_type
0	Polly and Cie	ChIJxx48vfnPzRIRTFiOUIoLigQ	1.0	restaurant|cafe|food|point_of_interest|clothing_store|store|establishment	43.7209936	7.261346400000001	True		cafe
1	BUONI Coffeeshop, expresso Bar Latte art & sandwicherie	ChIJR-g7Wf7PzRIRhDA_W9s5qLc		cafe|restaurant|food|point_of_interest|establishment	43.7153511	7.261635399999999	True		cafe
2	café de la station nice bd gorbella	ChIJ9wWKgyHPzRIRVEJID4VFo4A		cafe|food|point_of_interest|store|establishment	43.7172577	7.2567939			cafe
3	Brunch Café	ChIJBzD7Q_7PzRIR_41h3-v00J8	2.0	cafe|food|point_of_interest|establishment	43.7148729	7.2616305	True		cafe
4	Salon De The Tarterie	ChIJ8_JTOf7PzRIRut4lvus-OBE		cafe|food|point_of_interest|establishment	43.7139361	7.261752			cafe
5	Delights Borriglione	ChIJZaP8CffPzRIRv24NBjMum5w	2.0	bakery|cafe|restaurant|food|point_of_interest|store|establishment	43.713719	7.261787999999997	True		cafe
6	Au Goût Thé d'Antan	ChIJv7oMJP7PzRIRKCSavGTGfnw	1.0	restaurant|cafe|food|point_of_interest|establishment	43.7135956	7.261511	True		cafe
7	Capsules Compatibles & Livraison de Café le jour même à Nice - Nice Coffee	ChIJJdT_BW3FzRIRqIGbJ9ijKC8		cafe|food|point_of_interest|establishment	43.7152366	7.270854199999999	True		cafe
8	Cafe Parc Cimiez	ChIJL_clDF3FzRIR75XKnBjiCio		cafe|food|point_of_interest|establishment	43.7204563	7.276214899999999			cafe
9	Agreablement Votre	ChIJS-a5mObPzRIR30IiJAPOWkQ		cafe|food|point_of_interest|establishment	43.7199996	7.2486291	True		cafe
10	Café Maori	ChIJ7X0B3APQzRIRCbvu0ctZmfc		cafe|food|point_of_interest|store|establishment	43.7099467	7.259517400000001	True		cafe
11	Coffe	ChIJ9R41UqrazRIRvD1Rt_ESeGI		cafe|food|point_of_interest|establishment	43.7099954	7.2678035	True		cafe
